Facility,Industry,State,Latitude,Longitude,Total
ANALOG DEVICES INC,Electronics Industry, CA,37.408276,-121.915128,1
ANALOG DEVICES INC,Electronics Industry, CA,37.430839,-121.892608,1
ANALOG DEVICES INC,Electronics Industry, CA,39.219978,-121.028406,1
ANALOG DEVICES INC,Electronics Industry, CO,38.95679,-104.78905,2
ANALOG DEVICES INC,Electronics Industry, MA,42.200877,-71.175227,1
ANALOG DEVICES INC,Electronics Industry, MA,42.58907,-71.31767,1
ANALOG DEVICES INC,Electronics Industry, MA,42.59207,-71.32804,1
ANALOG DEVICES INC,Electronics Industry, MA,42.62725,-71.36631,1
ANALOG DEVICES INC,Electronics Industry, NC,36.08642,-79.96794,1
ANALOG DEVICES INC,Printing, NH,43.011523,-71.388615,1
ANALOG DEVICES INC ASSEMBLED PRODS DIV,Electronics Industry, MA,42.21346,-71.17947,1
ANALOG DEVICES INC DBA MAXIM INTEGRATED,Electronics Industry, CA,37.415765,-121.940837,1
ANALOG DEVICES INC.,Electronics Industry, CA,37.42809,-121.89379,1
ANALOG DEVICES INC.,Electronics Industry, NC,35.88892,-78.85408,1
ANALOG DEVICES INCORPORATED,Electronics Industry, MA,42.21165,-71.18325,1
ANALOG DEVICES MANUFACTURING,Electronics Industry, MA,42.5307,-71.14958,1
ANALOG DEVICES NORWOOD LOCATION CORPORATE HEADQUARTERS,Electronics Industry, MA,42.210625,-71.180634,1
ANALOG DEVICES SUNNYVALE SITE,Electronics Industry, CA,37.398126,-122.011431,1
ANALOG DEVICES  INC,Electronics Industry, OR,45.502117,-122.824922,1
ANALOG DEVICES  INC.,Electronics Industry, WA,45.598844,-122.45232,1
ANALOG SEMICONDUCTOR INC,Electronics Industry, CA,37.479034,-121.947602,1
ANALOGIC,Electronics Industry, MA,42.51969,-71.0482,1
ANALOGIC CORPORATION,Metal Machinery Mfg, MA,42.52362,-70.95672,1
ANALYSTS INC,Petroleum, NJ,40.526953,-74.43231,1
ANALYTICAL QUALITY SOLUTIONS (AQS),Waste Management, UT,41.1188,-111.92434,1
ANAMET,Metal Machinery Mfg, CT,41.546363,-73.037898,1
ANAMET ELECTRICAL INC,Metal Machinery Mfg, IL,39.485797,-88.334014,1
ANAMET INDUSTRIAL INC,Metal Machinery Mfg, CT,41.54399,-73.039417,1
ANAMOOSE CITY OF,Waste Management, ND,47.882719,-100.2414,1
ANAMOSA STATE PENITENTIARY,Metal Coating, IA,42.111172,-91.289285,1
ANAMOSA WWTP,Waste Management, IA,42.105187,-91.287252,1
ANAND TRANSPORT INC,Waste Management, CA,37.716363,-121.405848,1
ANANDS 24 7 MOBILE TRUCK SVC,Waste Management, CA,37.59119,-122.07992,1
ANAPLEX CORP,Metal Coating, CA,33.891977,-118.168795,1
ANAREN MICROWAVE INC,Electronics Industry, NY,43.07664,-76.06181,1
ANAREN MICROWAVE INC TTM WIRELESS BU,Electronics Industry, NY,43.05193,-76.0609,1
ANASCO LANDFILL,Waste Management, PR,18.313954,-67.143193,1
ANASPEC,Chemical Mfg, CA,37.54724,-122.06726,1
ANASTASIA ISLAND WASTEWATER TREATMENT FACILITY,Waste Management, FL,29.856211,-81.291775,1
ANATRACE PRODUCTS LLC,Chemical Mfg, OH,41.61614,-83.68958,1
ANATRACE PRODUCTS  LLC (0448031070),Chemical Mfg, OH,41.58116,-83.67634,1
ANAYA TRUCKING,Waste Management, CA,36.33495,-119.6743,1
ANB - ANNISTON REG,Airports (Part 139), AL,33.58816667,-85.85811111,1
ANC - TED STEVENS ANCHORAGE INTL,Airports (Part 139), AK,61.17408333,-149.9981389,1
ANC 2018 REPAIR GROUP 1,Airports, AK,61.1786,-149.973,1
ANC AK HOLDINGS LLC DBA ROSS AVIATION-ANCHORAGE,Airports, AK,61.16458,-149.98097,1
ANCALAGON MINING / CANYON CREEK,Mining and Refining, AK,60.666667,-149.416667,1
ANCHO-GACHUPIN-BRACKETT MINE,Mining and Refining, NM,36.804206,-104.858879,1
ANCHOR AVENUE DISPOSAL SITE,Waste Management, CA,36.746436,-119.640464,1
ANCHOR BRUSH CO. (PLANT C),Plastics and Resins, TN,36.24818,-83.20619,1
ANCHOR CONSTRUCTION BURN SITE,Waste Management, NE,41.543811,-99.812325,1
ANCHOR COUPLING INC,Metal Coating, MI,45.147695,-87.617667,1
ANCHOR DIE CAST,Metal Coating, AR,36.252,-93.140722,1
ANCHOR DYEING & FINISHING,Textiles and Leather, PA,40.01048,-75.09348,1
ANCHOR EXC & WRECKING CO LF,Waste Management, MI,43.14455,-86.19577,1
ANCHOR FABRICATORS INC,Metal Coating, OH,39.86565,-84.36086,1
ANCHOR FABRICATORS INC,Metal Machinery Mfg, OH,39.86565,-84.36086,1
ANCHOR INDUSTRIES  I,Printing, MO,38.5301,-90.30126,1
ANCHOR LAMINA,Metal Coating, MI,44.98029,-85.19314,1
ANCHOR LAMINA,Metal Machinery Mfg, MI,44.98029,-85.19314,1
ANCHOR METAL FINISHNING,Metal Coating, IL,41.94873,-87.86107,1
ANCHOR PACKAGING - JONESBORO PLANT,Plastics and Resins, AR,35.813343,-90.638567,1
ANCHOR PACKAGING - JONESBORO PLANT,Printing, AR,35.813343,-90.638567,1
ANCHOR PACKAGING  INC.- DISTRIBUTION CENTER,Plastics and Resins, AR,36.02351,-90.50927,1
ANCHOR PACKAGING-MARMADUKE,Plastics and Resins, AR,36.183318,-90.383924,1
ANCHOR PAINT / 6707 E 14TH ST PAINT MFG,Cleaning Product Mfg, OK,36.14249,-95.902256,1
ANCHOR PAINT / 6707 E 14TH ST PAINT MFG,Paints and Coatings, OK,36.14249,-95.902256,1
ANCHOR PLATING,Metal Coating, CA,34.04859,-118.040628,1
ANCHOR PRINTING,Printing, CA,33.73906,-117.82609,1
ANCHOR PRINTING COMPANY,Printing, MI,42.45779,-83.46777,1
ANCHOR SCIENTIFIC,Electronics Industry, MN,44.98753,-93.58146,1
ANCHOR SEAL,Plastics and Resins, MA,42.561753,-70.929887,1
ANCHOR SEAL CONSTRUCTION SITE,Plastics and Resins, MA,42.6264,-70.64463,1
ANCHOR STONE CO.-BIXBY SAND PT,Waste Management, OK,35.951389,-95.828611,1
ANCHORAGE REGIONAL LANDFILL AND GAS POWER PLANT,Waste Management, AK,61.290401,-149.604757,1
ANCHORAGE TANK FARM,Chemical Mfg, LA,30.47467,-91.214563,1
ANCHORAGE TANK FARM,Petroleum, LA,30.47467,-91.214563,1
ANCHORAGE WAREHOUSE,Petroleum, AK,61.22345,-149.84622,1
ANCO METAL IMPROVEMENT COMPANY,Metal Coating, CA,33.88282,-118.28064,1
AN-COR INDL  PLASTICS,Plastics and Resins, NY,43.05853,-78.84098,1
ANCRAM LANDFILL,Waste Management, NY,42.243885,-73.641047,1
ANCRAM MILL,Paper Mills and Products, NY,42.049237,-73.635622,1
AND - ANDERSON RGNL,Airports (Part 139), SC,34.49458333,-82.70938889,1
ANDALE SEWER TREATMENT C/O CITY HALL,Waste Management, KS,37.79081,-97.63012,1
ANDALUSIA - OPP AIRPORT,Airports, AL,31.311667,-86.397778,1
ANDALUSIA C AND D LANDFILL,Waste Management, AL,31.260975,-86.444099,1
ANDALUSIA SANITARY LANDFILL,Waste Management, AL,31.34394,-86.45105,1
ANDARN ELECTRO SERVICE,Metal Coating, NJ,40.89404,-74.15454,1
ANDEAVOR FIELD SERVICES LLC - ROBINSON LAKE GAS PLANT,Oil and Gas, ND,48.031634,-102.35364,1
ANDEAVOR FIELD SERVICES LLC - ROBINSON LAKE GAS PLANT,Oil and Gas, ND,48.066,-102.351,1
ANDEAVOR FIELD SERVICES LLC - STANLEY COMPRESSOR STATION,Oil and Gas, ND,48.254,-102.352,1
ANDEAVOR FIELD SERVICES LLC-BELFIELD GAS PLANT,Oil and Gas, ND,46.859808,-103.208236,1
ANDEAVOR GATHERING I  LLC - ACE UNIT 10,Oil and Gas, CO,40.941122,-108.282536,1
ANDEAVOR GREAT PLAINS GATHERING & MARKETING LLC - FRYBURG RAIL TERMINAL,Petroleum, ND,46.87147,-103.29466,1
ANDERES OIL STEDMAN ST,Petroleum, AK,55.3376,-131.63331,1
ANDERSEN AIR FORCE BASE,Airports, GU,13.572916,144.897361,1
ANDERSEN AIR FORCE BASE,National Defense, GU,13.572916,144.897361,1
ANDERSEN AIR FORCE BASE,Waste Management, GU,13.572916,144.897361,1
ANDERSEN CORP - NORTH BRANCH,Plastics and Resins, MN,45.52552,-92.97595,1
ANDERSEN GROUP,Electronics Industry, CT,41.85295,-72.70291,1
ANDERSEN PRODUCTS  INC.,Metal Machinery Mfg, NC,35.98282,-79.27727,1
ANDERSEN REGIONAL MANUFACTURING,Plastics and Resins, TX,32.88676,-96.67878,1
ANDERSEN REGIONAL MFG GARLAND ASSEMBLY,Plastics and Resins, TX,32.88912,-96.68869,1
ANDERSENS SERVICE INC,Petroleum, IL,41.56001,-89.59535,1
ANDERSON,Printing, IL,41.868,-87.6422,1
ANDERSON,Waste Management, MN,46.64873,-95.12359,1
ANDERSON & SWANSON COMPANY  A CALIFORNIA GENERAL PARTNERSHIP,Metal Coating, CA,33.865,-117.908812,1
ANDERSON 25 11 26 1H ANDERSON 24 11 26 7H,Oil and Gas, OK,35.407706,-99.90907,1
ANDERSON 44-13,Oil and Gas, WY,44.312377,-105.489187,1
ANDERSON AND VREELAND MIDWEST INC,Metal Machinery Mfg, OH,41.485343,-84.525156,1
ANDERSON BROS OIL CO,Petroleum, IL,38.410998,-87.775637,1
ANDERSON CHEMICAL CO,Chemical Mfg, GA,32.81727,-83.63592,1
ANDERSON CHEMICAL CO TENN ,Chemical Mfg, TN,35.08362,-90.12167,1
ANDERSON CHEMICAL COMPANY,Cleaning Product Mfg, MN,45.122844,-94.517758,1
ANDERSON CNTY TRANSFER STA,Waste Management, KS,38.233626,-95.254642,1
ANDERSON CO S. D. #1 - WELDA,Waste Management, KS,38.23744,-95.26864,1
ANDERSON CONSTRUCTION OF MISSISSIPPI INC  KINGS CROSSING,Waste Management, MS,31.048445,-88.513549,1
ANDERSON COUNTY,Waste Management, SC,34.519549,-82.638086,1
ANDERSON COUNTY LANDFILL,Waste Management, KS,38.213948,-95.291959,1
ANDERSON COUNTY LANDFILL,Waste Management, TN,36.090332,-84.191399,1
ANDERSON COUNTY WASTE STATION,Waste Management, KS,38.233626,-95.254642,1
ANDERSON CREEK CMPSR STA,Oil and Gas, OK,36.84491,-99.05932,1
ANDERSON DEVELOPMENT CO,Chemical Mfg, MI,41.891389,-84.0175,1
ANDERSON DEVELOPMENT CO,Industrial Gas, MI,41.891389,-84.0175,1
ANDERSON DEVELOPMENT CO,Plastics and Resins, IN,41.60376,-87.381831,1
ANDERSON DEVELOPMENT CO-ADRIAN,Plastics and Resins, MI,41.893611,-84.017219,1
ANDERSON DEVELOPMENT COMPANY,Plastics and Resins, MI,41.894444,-84.016389,1
ANDERSON EAST COMPRESSOR STATION,Oil and Gas, OK,35.246506,-96.061021,1
ANDERSON ELDING SERVICE INC,Metal Machinery Mfg, SC,35.13719,-81.95799,1
ANDERSON ENGRAVING,Printing, MO,38.94385,-94.5408,1
ANDERSON EXCAVATING BURN SITE,Waste Management, NE,41.543811,-99.812325,1
ANDERSON FED COM PAD B BATTERY,Oil and Gas, NM,32.62401,-103.265313,1
ANDERSON FED COM PAD C BATTERY,Oil and Gas, NM,32.62401,-103.265313,1
ANDERSON FED COM PAD D BATTERY,Oil and Gas, NM,32.62401,-103.265313,1
ANDERSON GROVE MOBILE HOME PARK,Waste Management, MS,33.624417,-88.369639,1
ANDERSON INDUSTRIES LLC,Plastics and Resins, SC,34.551835,-82.712929,1
ANDERSON LANDFILL,Waste Management, CA,40.41754,-122.35787,1
ANDERSON LANDFILL,Waste Management, MI,42.659806,-83.386362,1
ANDERSON LIMITED PURPOSE LANDFILL,Waste Management, WA,46.629227,-120.694992,1
ANDERSON LITHOGRAPH,Printing, CA,37.65835,-122.38641,1
ANDERSON LITHOGRAPH COMPANY,Printing, CA,33.98641,-118.13877,1
ANDERSON LITHOGRAPHING CO,Printing, IL,41.89551,-87.64,1
ANDERSON MCNINCH WELL (GOAT HILL) 44-6,Oil and Gas, WY,42.88028,-109.874593,1
ANDERSON METALS INCORPORATED,Metal Coating, SC,34.228688,-82.113872,1
ANDERSON METALS INCORPORATED,Metal Machinery Mfg, SC,34.228688,-82.113872,1
ANDERSON MHP,Waste Management, PA,41.399221,-80.42368,1
ANDERSON MOULDS INC,Plastics and Resins, CA,37.97205,-121.25168,1
ANDERSON MUNICIPAL AIRPORT,Airports, SC,34.495411,-82.713304,1
ANDERSON NATIONAL GUARD ARMORY,National Defense, IN,40.1157,-85.6532,1
ANDERSON OIL,Petroleum, VA,38.285278,-77.45,1
ANDERSON OIL CO,Petroleum, IL,39.30316,-89.28228,1
ANDERSON OIL COMPANY,Petroleum, VA,38.28362,-77.44992,1
ANDERSON PETROLEUM,Petroleum, CA,40.56133,-122.38721,1
ANDERSON POWER PRODU,Electronics Industry, MA,42.35676,-71.16699,1
ANDERSON POWER PRODUCTS,Plastics and Resins, MA,42.470197,-71.74405,1
ANDERSON PRINTING,Printing, CA,34.08672,-118.32884,1
ANDERSON PRINTING,Printing, CA,34.11996,-118.25257,1
ANDERSON RALPH R AND MARY R RESIDENCE,Waste Management, VA,36.79314,-77.54486,1
ANDERSON REGIONAL LANDFILL,Waste Management, SC,34.519549,-82.638086,1
ANDERSON RENTALS,Airports, FL,28.700499,-80.860335,1
ANDERSON RESEARCH INC,Chemical Mfg, PA,40.942573,-78.985874,1
ANDERSON ROBERT AND SUSAN RESIDENCE,Waste Management, VA,39.07922,-78.42161,1
ANDERSON ROCKY RIVER,Waste Management, SC,34.491944,-82.625278,1
ANDERSON SAND & GRAVEL BURN,Waste Management, NE,41.06013,-101.347,1
ANDERSON SFTF,Waste Management, PA,42.181115,-79.818086,1
ANDERSON STUDIO INC.,Chemical Mfg, TN,36.12393,-86.76445,1
ANDERSON  AUBREY,Waste Management, CA,33.69666,-117.77454,1
ANDERSON  RALPH S.,Mining and Refining, AK,64.29782,-165.23858,1
ANDERSON  RICHARD & JOHNNA RESIDENCE,Waste Management, VA,39.13252,-78.17682,1
ANDERSON  VIRGINIA RESIDENCE,Waste Management, VA,39.29933,-78.28415,1
ANDERSON/SMITH MULTIPLE RESIDENCE,Waste Management, VA,39.19603,-78.24761,1
ANDERSONS RUBBLE DUMP,Waste Management, CO,40.088325,-105.345877,1
ANDERSONVILLE / FREEMAN STREET LANDFILL,Waste Management, GA,32.051384,-84.183263,1
ANDERSONVILLE  CITY OF (ANDERSONVILLE WPCP),Waste Management, GA,32.1935,-84.136111,1
ANDERTON CASTINGS,Waste Management, TX,31.191223,-97.306636,1
ANDES CHEMICAL CORP.,Chemical Mfg, FL,25.80054,-80.37656,1
ANDES ENTERPRISE,Waste Management, CA,38.60829,-121.39221,1
ANDES SEWAGE TREATMENT PLANT,Waste Management, NY,42.170434,-74.789506,1
ANDES SLF,Waste Management, NY,42.182999,-74.925598,1
ANDGJENN LLC DBA AMERICAN POWER SERVICE,Metal Machinery Mfg, MA,42.712556,-70.965332,1
ANDONIAN ENTERPRISES INC DBA DISCOUNT TIRE CENTER # 154,Consumer Products, CA,34.121116,-116.420023,1
ANDOVER,Paints and Coatings, MA,42.62351,-71.18146,1
ANDOVER CITY OF STP,Waste Management, IA,41.9756,-90.2572,1
ANDOVER CONTROLS CORP,Electronics Industry, MA,42.67522,-71.14672,1
ANDOVER HEALTHCARE INC,Textiles and Leather, MA,42.85713,-70.88817,1
ANDOVER POINTE APARTMENTS,Waste Management, NE,41.182832,-96.1187,1
ANDOVER STP,Waste Management, SD,45.41109,-97.90448,1
ANDOVER  CITY OF (WWTP),Waste Management, KS,37.66487,-97.11143,1
ANDOVER  TOWN OF,Waste Management, SD,45.412029,-97.911131,1
ANDPAK EMA INC,Chemical Mfg, CA,37.36654,-121.86441,1
ANDPAK INC,Chemical Mfg, CA,37.14657,-121.65752,1
ANDPAK INC,Paints and Coatings, CA,37.14657,-121.65752,1
ANDRADES TRANSPORTATION,Waste Management, CA,35.38599,-119.12354,1
ANDRE ROAD MALS PROPERTIES ILLEGAL SITE,Waste Management, CA,33.026167,-115.286149,1
ANDREA AROMATICS INC,Cleaning Product Mfg, NJ,40.238367,-74.739129,1
ANDREA DI LORETO,Petroleum, CA,37.972876,-122.517179,1
ANDREA STEVENS / MARVEL CREEK,Mining and Refining, AK,60.928916,-160.15335,1
ANDREASEN MACHINE INC,Plastics and Resins, CA,33.808604,-118.035612,1
ANDREI IONITA,Metal Coating, CA,37.524332,-121.924947,1
ANDREPONT NO 1 PRODUCTION FACILITY,Oil and Gas, LA,30.33397,-92.481979,1
ANDRES TECHNICAL PLATING INC,Metal Coating, CA,33.85777,-117.87201,1
ANDRESKI HIAWATHA TYPE III,Waste Management, MI,46.171047,-88.554241,1
ANDRESS ENGINEERING ASSOCIATES INC,Waste Management, AL,33.19741,-86.78479,1
ANDREW & HEATHER ZUBER SRSTP,Waste Management, PA,41.966833,-80.188278,1
ANDREW ARNOLD,Waste Management, AR,34.077833,-93.653389,1
ANDREW B. ROSS (FRMR CUSTOM POWDER COAT),Metal Coating, KY,38.42624,-85.34374,1
ANDREW BISHOP / CARIBOU CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW BISHOP / KNIK RIVER,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW BISHOP / LITTLE SUSITNA/FISHHOOK CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW BISHOP / MATANUSKA RIVER,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW BISHOP / PETERS CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW BISHOP / SIXMILE-RESURRECTION CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW CORP,Electronics Industry, IL,41.508358,-88.015585,1
ANDREW CORP,Electronics Industry, VA,37.37405,-79.2545,1
ANDREW CORPORATION,Electronics Industry, IL,41.62788,-87.63165,1
ANDREW CORPORATION,Electronics Industry, TX,33.17731,-97.08815,1
ANDREW CORPORATION,Metal Coating, TX,33.17731,-97.08815,1
ANDREW COUNTY TRANSFER STATION,Waste Management, MO,39.91241,-94.86134,1
ANDREW CRABTREE / MARTIN CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW GRAY STUDIO,Furniture and Carpet, CA,34.075228,-118.143092,1
ANDREW HELM / COTTONWOOD CREEK,Mining and Refining, AK,62.182174,-149.407974,1
ANDREW HELM / CROW CREEK,Mining and Refining, AK,61.177549,-149.274354,1
ANDREW HELM / FORTYMILE AREA,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW HELM / LITTLE SUSITNA/FISHHOOK CREEK,Mining and Refining, AK,62.182174,-149.407974,1
ANDREW HELM / SIXMILE-RESURRECTION CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW HELM / STEESE HIGHWAY LIST,Mining and Refining, AK,64.690832,-146.599867,1
ANDREW HELM / WILLOW CREEK,Mining and Refining, AK,62.182174,-149.407974,1
ANDREW JERGENS CO,Cleaning Product Mfg, OH,39.12865,-84.53634,1
ANDREW KIDD / CARIBOU CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW KIDD / LITTLE SUSITNA/FISHHOOK CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW KIDD / PETERS CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW KIDD / SIXMILE-RESURRECTION CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW LEE & ROBERT HEHNLIN / NORTON SOUND,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW LLC,Electronics Industry, IL,41.6131,-87.873619,1
ANDREW M & ANTHONY BOSELA / BACHELOR CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW M & ANTHONY BOSELA / CANYON CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW M & ANTHONY BOSELA / CARIBOU CREEK,Mining and Refining, AK,62.182174,-149.407974,1
ANDREW M & ANTHONY BOSELA / CRESCENT CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW M & ANTHONY BOSELA / DEADWOOD CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW M & ANTHONY BOSELA / MILLS CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW M & ANTHONY BOSELA / PETERSON CREEK,Mining and Refining, AK,61.177549,-149.274354,1
ANDREW MCMICHAEL SRSTP,Waste Management, PA,41.95925,-78.18163,1
ANDREW PALMER / FORTYMILE AREA,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW TERWILLIGER,Waste Management, PA,41.96199,-78.77326,1
ANDREW VANDERVEEN / MARTIN CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW W MISCOVICH / PORCUPINE CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW W MISCOVICH / SLATE CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW WIENER,Mining and Refining, ID,43.6775,-115.972222,1
ANDREW WWTP,Waste Management, IA,42.151389,-90.595833,1
ANDREW ZIELINSKI / FORTYMILE AREA,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW ZIELINSKI / LITTLE SUSITNA/FISHHOOK CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW ZIELINSKI / PETERS CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW ZIELINSKI / SIXMILE-RESURRECTION CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDREW ZIELINSKI / STEESE HIGHWAY LIST,Mining and Refining, AK,63.346191,-152.837068,1
ANDREWS AIR FORCE BASE,Airports, MD,38.79166,-76.875,1
ANDREWS AIR FORCE BASE,National Defense, MD,38.79166,-76.875,1
ANDREWS AIR FORCE BASE,Waste Management, MD,38.79166,-76.875,1
ANDREWS DISPOSAL SITE,Waste Management, OR,42.492255,-118.573208,1
ANDREWS DOLORES RESIDENCE,Waste Management, VA,38.047764,-79.555578,1
ANDREWS FIRE TRAINING SITE,Fire Training, TX,32.80029,-98.1109,1
ANDREWS GLASS CO INC,Electronics Industry, NJ,39.540247,-75.02337,1
ANDREWS GLASS CO INC,Glass Products, NJ,39.48188,-75.02896,1
ANDREWS LANE RESIDENCE,Waste Management, VA,37.91749,-75.39245,1
ANDREWS NANCY RESIDENCE,Waste Management, VA,38.94327,-78.23165,1
ANDREWS OIL CO,Petroleum, IL,38.406546,-87.77895,1
ANDREWS PAPER & CHEMICAL CO,Chemical Mfg, NY,40.8399,-73.70451,1
ANDREWS PLANT,Plastics and Resins, TX,32.341875,-102.5556,1
ANDREWS PLANT,Plastics and Resins, TX,32.341914,-102.554522,1
ANDREWS PLANT,Plastics and Resins, TX,32.342802,-102.554104,1
ANDREWS PRODUCTION FACILITY,Oil and Gas, LA,30.320677,-92.699391,1
ANDREWS PROPERTY,Waste Management, NY,41.759689,-73.743204,1
ANDREWS REPRODUCTION CENTER,Printing, MD,39.0285,-76.91393,1
ANDREWS UNIVERSITY,Waste Management, MI,42.001503,-86.523649,1
ANDREWS WASTE TREATMENT PLANT,Waste Management, TX,32.437108,-103.063086,1
ANDREX INC,Electronics Industry, NJ,40.87103,-74.82127,1
ANDREX INC,Metal Machinery Mfg, NJ,40.87103,-74.82127,1
ANDRICK & ASSOCIATES,Printing, FL,27.372,-82.53984,1
ANDRICK & ASSOCIATES  INC.,Printing, FL,27.371806,-82.540111,1
ANDRICK LEROY,Waste Management, VA,38.72488,-78.57092,1
ANDRITZ HERR-VOSS STAMCO,Metal Coating, IN,39.966339,-86.821994,1
ANDRITZ INC/MUNCY FOUNDRY,Metal Machinery Mfg, PA,41.203662,-76.791819,1
ANDRITZ METALS USA INC.,Metal Coating, IN,41.591956,-87.123492,1
ANDRITZ SEPERATION,Metal Machinery Mfg, FL,28.015086,-81.904775,1
ANDROID - GREENVILLE LLC,Consumer Products, SC,34.739108,-82.408046,1
ANDROME LEATHER CORPORATION,Textiles and Leather, NY,43.07001,-74.34553,1
ANDROMEDA HOUSE,Waste Management, PA,41.831646,-79.774225,1
ANDRUS ENTERPRISES BURN SITE,Waste Management, NE,41.331786,-96.071476,1
ANDRUS LESLIE RESIDENCE,Waste Management, VA,37.995553,-78.722665,1
ANDSON PLATING INC,Metal Coating, NJ,40.78681,-74.22924,1
ANDY BAUGH - SILVER SPRING MINE,Mining and Refining, MT,45.68098,-112.55962,1
ANDY E. MISCOVICH / CLEARY CREEK,Mining and Refining, AK,64.690832,-146.599867,1
ANDY E. MISCOVICH / TWIN CREEK,Mining and Refining, AK,63.346191,-152.837068,1
ANDY GUEST SHENANDOAH RIVER STATE PARK WWTP,Waste Management, VA,38.843419,-78.300977,1
ANDY NELKIN,Waste Management, CA,37.9925,-121.87081,1
ANDY OXY CO. INC.,Industrial Gas, NC,35.59333,-82.60734,1
ANDY'S EXPRESS,Petroleum, NE,40.726516,-96.673465,1
ANDY'S T-SHIRTS,Textiles and Leather, CA,38.00346,-122.04127,1
ANERTEC HOLDINGS LLC,Metal Machinery Mfg, MN,44.084249,-93.209756,1
ANESTHESIA ASSOCIATES INC,Metal Machinery Mfg, CA,33.13792,-117.15218,1
ANESTHESIA PLUS,Metal Machinery Mfg, CA,38.37735,-121.357355,1
ANETA CITY OF,Waste Management, ND,47.679751,-97.990522,1
ANEWU LLC,Paints and Coatings, CA,33.85568,-118.21895,1
AN-FO MANUFACTURING COMPANY,Cleaning Product Mfg, CA,37.77293,-122.22854,1
ANGEL A PAREDES DBA PAREDES TRUCKING,Waste Management, CA,34.18669,-118.15428,1
ANGEL BREWERY,Textiles and Leather, CA,34.063996,-118.244946,1
ANGEL HEART BIO-TRAUMA,Waste Management, CA,34.1432,-117.299846,1
ANGEL ISLAND,Waste Management, CA,38.064143,-122.678901,1
ANGELA & ROBERT BLAYNEY SRSTP,Waste Management, PA,41.43939,-80.39342,1
ANGELA FAIR,Waste Management, AR,34.226694,-92.088333,1
ANGELE GARCIA & PALMA PONCE DBA ALUMINUM PROCESSING,Metal Coating, CA,34.228257,-118.547568,1
ANGELES CHEMICAL CO INC,Chemical Mfg, CA,33.95875,-118.0623,1
ANGELINA COUNTY AIRPORT,Airports, TX,31.23206,-94.75722,1
ANGELINA COUNTY WASTE MANAGEMENT CENTER,Waste Management, TX,31.2525,-94.695,1
ANGELINA GAS PLANT,Oil and Gas, TX,29.755666,-95.367294,1
ANGELLE CONCRETE PORTABLE PLANT #2 - MODEL HT10400C65  SERIAL # 98031,Cement Mfg, LA,30.852144,-90.046253,1
ANGELL'S COVE HSA WWTP,Waste Management, MO,38.095893,-92.759429,1
ANGELO GIUSTI DISPOSAL SITE,Waste Management, CA,38.486649,-122.901873,1
ANGELS BUSINESS,Waste Management, CA,35.93737,-119.04943,1
ANGELS CAMP / BURN SITE,Waste Management, CA,38.082988,-120.535328,1
ANGELS MINING FLAT CREEK MINE SITE,Mining and Refining, AK,65.2075,-146.8456,1
ANGEL'S PAWS,Waste Management, OH,39.27237,-84.36587,1
ANGELUS METAL FINSHNG AND POLISHNG COMPANY INCORPORATED,Metal Coating, CA,34.01801,-118.20142,1
ANGELUS METAL FINSHNG AND POLISHNG COMPANY INCORPORATED,Metal Machinery Mfg, CA,34.01801,-118.20142,1
ANGELUS PACIFIC CO.,Printing, CA,33.86838,-117.91265,1
ANGELUS PLATING WKS,Metal Coating, CA,33.9108,-118.30731,1
ANGELUS SHOE POLISH COMPANY INC,Cleaning Product Mfg, CA,33.934895,-118.075243,1
ANGERT,Oil and Gas, PA,40.913379,-79.745339,1
ANGIODYNAMICS,Metal Machinery Mfg, NY,43.349251,-73.603144,1
ANGIODYNAMICS,Metal Machinery Mfg, NY,43.35264,-73.60381,1
