10 HUC,CON,Column1,Column2
North Deep Creek,"North Deep Creek , NC",36.1521388,-80.6492851
North Flat River,"North Flat River , NC",36.3002887,-78.9627519
North Fork Catawba River,"North Fork Catawba River , NC",35.8816277,-81.9807362
North Fork French Broad River,"North Fork French Broad River , NC",35.189506,-82.8519636
North Fork Jones Creek,"North Fork Jones Creek , NC",34.9085919,-80.0339181
North Fork Little River,"North Fork Little River , NC",36.1956429,-79.0249036
North Fork Reddies River,"North Fork Reddies River , NC",36.3220603,-81.2628943
North Fork Swannanoa River,"North Fork Swannanoa River , NC",35.6347185,-82.3570548
North Fork Tar River,"North Fork Tar River , NC",36.3193798,-78.6753253
North Muddy Creek,"North Muddy Creek , NC",35.6616674,-81.9212485
North Muddy Creek-Muddy Creek,"North Muddy Creek-Muddy Creek , NC",36.0270814,-80.3436639
North Potato Creek,"North Potato Creek , NC",35.7595731,-79.0192997
North Prong Lewis Fork,"North Prong Lewis Fork , NC",36.2377796,-81.3619204
North Prong Rocky River-Headwaters Rocky River,"North Prong Rocky River-Headwaters Rocky River , NC",35.7595731,-79.0192997
North River,"North River , NC",34.81639,-76.63611
Northeast Creek,"Northeast Creek , NC",35.9178631,-78.8821368
Northwest Creek-Neuse River,"Northwest Creek-Neuse River , NC",35.1312747,-76.5038153
Northwest River-Tull Bay,"Northwest River-Tull Bay , NC",36.5054431,-76.0710995
Nottely River,"Nottely River , NC",35.0898051,-84.0763001
Nutbush Creek-John H Kerr Reservoir,"Nutbush Creek-John H Kerr Reservoir , NC",36.3603731,-78.409816
Oak Hollow Lake-Deep River,"Oak Hollow Lake-Deep River , NC",36.0354146,-80.0053171
Oakie Branch-Northeast Cape Fear River,"Oakie Branch-Northeast Cape Fear River , NC",34.7695698,-77.9383602
Occoneechee Creek,"Occoneechee Creek , NC",36.3732374,-77.5074756
Occoneechee Neck-Roanoke River,"Occoneechee Neck-Roanoke River , NC",36.353167,-77.543756
Oceanside Seashore-Cape Hatteras,"Oceanside Seashore-Cape Hatteras , NC",35.2443439,-75.5975296
Oceanside Seashore-New River Inlet,"Oceanside Seashore-New River Inlet , NC",35.7595731,-79.0192997
Oceanside Seashore-Portsmouth Island,"Oceanside Seashore-Portsmouth Island , NC",35.053398,-76.0536957
Old Canal-Scuppernong River,"Old Canal-Scuppernong River , NC",35.8539771,-76.3581208
Old Fields Creek-South Fork New River,"Old Fields Creek-South Fork New River , NC",36.5218027,-81.4280921
Orton Creek,"Orton Creek , NC",34.0042597,-78.04094
Otter Creek,"Otter Creek , NC",35.7595731,-79.0192997
Otter Creek-Far Creek,"Otter Creek-Far Creek , NC",35.5091846,-76.0026501
Outfall Canal-East Bluff Bay,"Outfall Canal-East Bluff Bay , NC",35.3530465,-76.139243
Outlet Ararat River,"Outlet Ararat River , NC",36.4682019,-80.5437971
Outlet Bachelor Creek,"Outlet Bachelor Creek , NC",35.1218276,-77.1830154
Outlet Bear Creek,"Outlet Bear Creek , NC",35.6168118,-79.3847432
Outlet Blounts Creek,"Outlet Blounts Creek , NC",35.3498854,-76.9599442
Outlet Brice Creek,"Outlet Brice Creek , NC",35.0559925,-77.0877273
Outlet Buffalo Creek,"Outlet Buffalo Creek , NC",35.4836656,-82.184866
Outlet Chicod Creek,"Outlet Chicod Creek , NC",35.5355723,-77.1916397
Outlet Cokey Swamp,"Outlet Cokey Swamp , NC",35.8613002,-77.7222785
Outlet Conoconnara Swamp,"Outlet Conoconnara Swamp , NC",36.2384939,-77.5644477
Outlet Core Creek,"Outlet Core Creek , NC",34.8284943,-76.6929868
Outlet Durham Creek,"Outlet Durham Creek , NC",35.3053659,-76.9037935
Outlet First Broad River,"Outlet First Broad River , NC",35.2076278,-81.6062443
Outlet Fishing Creek,"Outlet Fishing Creek , NC",36.1326325,-81.0656355
Outlet Grindle Creek,"Outlet Grindle Creek , NC",35.6935847,-77.2864316
Outlet Hardison Mill Creek,"Outlet Hardison Mill Creek , NC",35.7255713,-76.9498971
Outlet Kendrick Creek,"Outlet Kendrick Creek , NC",35.8377646,-76.602458
Outlet North River,"Outlet North River , NC",34.81639,-76.63611
Outlet Roquist Creek,"Outlet Roquist Creek , NC",36.0134542,-77.0103303
Outlet Southwest Creek,"Outlet Southwest Creek , NC",35.1863107,-77.6414038
Outlet Stewarts Creek,"Outlet Stewarts Creek , NC",36.5297215,-80.7436141
Outlet Stoney Creek,"Outlet Stoney Creek , NC",35.4496054,-77.9547079
Outlet Sweetwater Creek,"Outlet Sweetwater Creek , NC",35.7595731,-79.0192997
Outlet Tuckahoe Swamp,"Outlet Tuckahoe Swamp , NC",35.0314501,-77.7051406
Outlet Upper Broad Creek,"Outlet Upper Broad Creek , NC",35.1591653,-76.9383668
Outlet Urahaw Swamp,"Outlet Urahaw Swamp , NC",36.3206951,-77.3008074
Outlet Uwharrie River,"Outlet Uwharrie River , NC",35.8756432,-79.9933935
Oyster Creek,"Oyster Creek , NC",35.1182265,-75.9754538
Pains Bay-Long Shoal River,"Pains Bay-Long Shoal River , NC",35.5814284,-75.8330591
Palmer Creek,"Palmer Creek , NC",35.6332947,-83.131557
Palmetto Swamp,"Palmetto Swamp , NC",35.355786,-77.1396954
Pamlico Creek-Lockwoods Folly River,"Pamlico Creek-Lockwoods Folly River , NC",33.9721885,-78.2746637
Pamlico River,"Pamlico River , NC",35.3182214,-76.4327016
Pamlico Sound-Hatteras Inlet,"Pamlico Sound-Hatteras Inlet , NC",35.1909311,-75.7574989
Pamlico Sound-Ocracoke Inlet,"Pamlico Sound-Ocracoke Inlet , NC",35.0861054,-76.0333885
Pamlico Sound-Oregon Inlet,"Pamlico Sound-Oregon Inlet , NC",35.3825787,-75.8533954
Pantego Creek,"Pantego Creek , NC",35.5402327,-76.6427101
Panther Creek,"Panther Creek , NC",35.6434352,-82.9798628
Panther Creek-Neuse River,"Panther Creek-Neuse River , NC",35.6434352,-82.9798628
Parkwood Branch-Richland Creek,"Parkwood Branch-Richland Creek , NC",35.4063939,-79.4906866
Pasquotank River,"Pasquotank River , NC",36.304911,-76.2187525
Patterson Creek,"Patterson Creek , NC",35.7595731,-79.0192997
Pauls Creek,"Pauls Creek , NC",36.5784895,-80.6826207
Paw Creek-Lake Wylie,"Paw Creek-Lake Wylie , NC",35.2788586,-80.9301052
Pawpaw Creek-Mayo River,"Pawpaw Creek-Mayo River , NC",36.5184664,-79.9458489
Pea Hill Creek-Lake Gaston,"Pea Hill Creek-Lake Gaston , NC",36.5134818,-77.8624873
Peachtree Creek-Boddies Millpond,"Peachtree Creek-Boddies Millpond , NC",35.7595731,-79.0192997
Peachtree Creek-Hiwassee River,"Peachtree Creek-Hiwassee River , NC",35.7595731,-79.0192997
Peak Creek-South Fork New River,"Peak Creek-South Fork New River , NC",36.4013516,-81.3179364
Pee Dee River-Blewett Falls Lake,"Pee Dee River-Blewett Falls Lake , NC",35.0204217,-79.8940806
Pee Dee River-Lake Tillery,"Pee Dee River-Lake Tillery , NC",35.2440558,-80.0953942
Pembroke Creek,"Pembroke Creek , NC",36.0765082,-76.6326054
Penders Mill Run-Tar River,"Penders Mill Run-Tar River , NC",35.9201333,-77.6106503
Perquimmans River-Albemarle Sound,"Perquimmans River-Albemarle Sound , NC",36.2061136,-76.4099532
Perry Creek-Neuse River,"Perry Creek-Neuse River , NC",35.8790664,-78.5401754
Persimmon Branch-Northeast Cape Fear River,"Persimmon Branch-Northeast Cape Fear River , NC",35.7595731,-79.0192997
Peters Branch-Big Swamp,"Peters Branch-Big Swamp , NC",35.7595731,-79.0192997
Peters Creek-Dan River,"Peters Creek-Dan River , NC",36.4789423,-80.2432839
Peters Creek-South River,"Peters Creek-South River , NC",34.95861,-76.5972199
Pettiford Creek,"Pettiford Creek , NC",34.7342081,-77.0326979
Phelps Lake,"Phelps Lake , NC",35.7654396,-76.4678766
Phillips Creek-Cape Fear River,"Phillips Creek-Cape Fear River , NC",34.7256634,-78.4904278
Pig Basket Creek,"Pig Basket Creek , NC",36.0342755,-77.9681345
Pigeonroost Creek-North Toe River,"Pigeonroost Creek-North Toe River , NC",35.9742848,-82.1521053
Pigpen Creek-North Toe River,"Pigpen Creek-North Toe River , NC",35.9742848,-82.1521053
Pike Creek-Northeast Cape Fear River,"Pike Creek-Northeast Cape Fear River , NC",34.7279398,-77.8765814
Pine Swamp Creek-Little River,"Pine Swamp Creek-Little River , NC",35.2387268,-82.6290119
Pine Swamp-South Fork New River,"Pine Swamp-South Fork New River , NC",36.2949528,-81.4828198
Pinetree Creek-Neuse River,"Pinetree Creek-Neuse River , NC",35.2130985,-77.1227693
Piney Grove Cemetery-Swift Creek,"Piney Grove Cemetery-Swift Creek , NC",35.710555,-78.7249469
Pleasant Branch-Albemarle Sound,"Pleasant Branch-Albemarle Sound , NC",35.7595731,-79.0192997
Plumtree Creek-North Toe River,"Plumtree Creek-North Toe River , NC",36.0292164,-82.008014
Pocket Creek,"Pocket Creek , NC",35.4618115,-79.2676641
Pokeberry Creek-Haw River,"Pokeberry Creek-Haw River , NC",36.094939,-79.3569372
Polecat Branch-Contentnea Creek,"Polecat Branch-Contentnea Creek , NC",35.5195485,-77.6704405
Polecat Branch-Neuse River,"Polecat Branch-Neuse River , NC",35.1312747,-76.5038153
Polecat Creek,"Polecat Creek , NC",35.8980799,-79.790443
Polly Run Creek-Northeast Cape Fear River,"Polly Run Creek-Northeast Cape Fear River , NC",34.7279398,-77.8765814
Poplar Creek,"Poplar Creek , NC",35.7595731,-79.0192997
Poplar Creek-Neuse River,"Poplar Creek-Neuse River , NC",35.1312747,-76.5038153
Portsmouth Island-Pamlico Sound,"Portsmouth Island-Pamlico Sound , NC",35.053398,-76.0536957
Possumquarter Creek-Fishing Creek,"Possumquarter Creek-Fishing Creek , NC",36.1326325,-81.0656355
Pott Creek,"Pott Creek , NC",35.5660296,-81.3481699
Pounder Fork-Abbotts Creek,"Pounder Fork-Abbotts Creek , NC",35.7861242,-80.2000525
Prather Creek-South Fork New River,"Prather Creek-South Fork New River , NC",36.4939702,-81.2628961
Price Creek,"Price Creek , NC",35.8662236,-82.3837402
Prince George Creek-Northeast Cape Fear River,"Prince George Creek-Northeast Cape Fear River , NC",34.3640882,-77.9495142
Pumpkin Creek-Dan River,"Pumpkin Creek-Dan River , NC",35.7595731,-79.0192997
Pungo Lake Canal-Pungo River,"Pungo Lake Canal-Pungo River , NC",35.7163391,-76.5546031
Pungo Lake-Headwaters Pungo River,"Pungo Lake-Headwaters Pungo River , NC",35.7163391,-76.5546031
Pungo River,"Pungo River , NC",35.5061703,-76.560295
Pungo Swamp-Pungo Creek,"Pungo Swamp-Pungo Creek , NC",35.5315536,-76.7329909
Quaker Creek-Quaker Creek Reservoir,"Quaker Creek-Quaker Creek Reservoir , NC",36.166098,-79.310679
Quaker Neck Lake-Neuse River,"Quaker Neck Lake-Neuse River , NC",35.4156152,-77.5456846
Quankey Creek,"Quankey Creek , NC",36.37706,-77.6593107
Queen Creek,"Queen Creek , NC",34.7120441,-77.1945158
Quewhiffle Creek,"Quewhiffle Creek , NC",35.0574024,-79.4084886
Quewhiffle Creek-Six Runs Creek,"Quewhiffle Creek-Six Runs Creek , NC",35.0194103,-78.2362169
Rabbit Corner-Middle Little River,"Rabbit Corner-Middle Little River , NC",36.244046,-76.3218812
Rainbow Creek-Contentnea Creek,"Rainbow Creek-Contentnea Creek , NC",35.5195485,-77.6704405
Rapier Mill Creek-Nottely River,"Rapier Mill Creek-Nottely River , NC",35.0898051,-84.0763001
Rattlesnake Branch-Beaver Creek,"Rattlesnake Branch-Beaver Creek , NC",36.3773478,-81.5023274
Rattlesnake Branch-Little Coharie Creek,"Rattlesnake Branch-Little Coharie Creek , NC",35.0213469,-78.4865444
Rattlesnake Creek,"Rattlesnake Creek , NC",35.7595731,-79.0192997
Raymond Creek-Pasquotank River,"Raymond Creek-Pasquotank River , NC",36.304911,-76.2187525
Raynor Swamp,"Raynor Swamp , NC",36.4107031,-76.6037196
Rays Fork,"Rays Fork , NC",34.9655433,-80.4590713
Ready Branch,"Ready Branch , NC",36.1404082,-81.3539823
Red Bud Creek,"Red Bud Creek , NC",36.1200745,-78.0623293
Reddies River,"Reddies River , NC",36.1600571,-81.1554539
Reed Branch-Swift Creek,"Reed Branch-Swift Creek , NC",35.4389836,-77.3094674
Reed Creek-Dan River,"Reed Creek-Dan River , NC",35.9198595,-80.3336639
Reeds Creek-Lake Norman,"Reeds Creek-Lake Norman , NC",35.5744533,-81.017811
Reedy Creek,"Reedy Creek , NC",35.9198595,-80.3336639
Reedy Fork,"Reedy Fork , NC",36.1800269,-79.5883923
Reedy Fork-Lake Brandt,"Reedy Fork-Lake Brandt , NC",36.1729633,-79.8275725
Reedy Fork-Lake Townsend,"Reedy Fork-Lake Townsend , NC",36.1729633,-79.8275725
Reems Creek,"Reems Creek , NC",35.6930041,-82.5077593
Regan Branch-Waccamaw River,"Regan Branch-Waccamaw River , NC",34.0350162,-78.5554378
Rich Fork,"Rich Fork , NC",35.9819542,-80.0786283
Richardson Creek-Broad River,"Richardson Creek-Broad River , NC",35.0633547,-80.3712978
Richland Creek,"Richland Creek , NC",35.9778653,-78.5282831
Richland Swamp,"Richland Swamp , NC",34.7270613,-79.1237938
Richmond Mill Lake-Upper Gum Swamp Creek,"Richmond Mill Lake-Upper Gum Swamp Creek , NC",34.8280386,-79.5329451
Riders Creek-Scuppernong River,"Riders Creek-Scuppernong River , NC",35.8989937,-76.2465251
Riles Creek,"Riles Creek , NC",35.5086946,-80.2822914
Rileys Creek,"Rileys Creek , NC",34.4505712,-77.9938466
River Swamp-Lumber River,"River Swamp-Lumber River , NC",34.5669774,-79.1432093
Roanoke Island-Croatan Sound,"Roanoke Island-Croatan Sound , NC",35.8897427,-75.6615384
Roanoke Marsh-Croatan Sound,"Roanoke Marsh-Croatan Sound , NC",35.8369176,-75.754592
Roanoke Rapids Lake,"Roanoke Rapids Lake , NC",36.4828641,-77.7309012
Roaring River,"Roaring River , NC",36.206522,-81.0036885
Roberson Creek,"Roberson Creek , NC",35.7094024,-79.149203
Rock Creek,"Rock Creek , NC",35.9745812,-79.4655763
Rock Creek-Yadkin River,"Rock Creek-Yadkin River , NC",36.060108,-81.5650931
Rock Hole Creek-Rocky River,"Rock Hole Creek-Rocky River , NC",35.1761133,-80.4168797
Rock House Creek-Dan River,"Rock House Creek-Dan River , NC",36.5049877,-79.5554428
Rocky Branch-Deep River,"Rocky Branch-Deep River , NC",36.0048676,-79.976619
Rocky Creek,"Rocky Creek , NC",35.9745812,-79.4655763
Rocky Creek-Tar River,"Rocky Creek-Tar River , NC",35.9745812,-79.4655763
Rocky Fork Creek,"Rocky Fork Creek , NC",35.0317525,-79.700019
Rocky River,"Rocky River , NC",35.2501409,-80.3764606
Rogers Swamp-Corduroy Swamp,"Rogers Swamp-Corduroy Swamp , NC",36.4960705,-77.2807333
Roland Creek,"Roland Creek , NC",36.4965691,-76.1305455
Rose Bay Canal-Rose Bay Creek,"Rose Bay Canal-Rose Bay Creek , NC",35.4754452,-76.3446426
Ross Creek-Broad River,"Ross Creek-Broad River , NC",35.7595731,-79.0192997
Round Gut-Nottoway River,"Round Gut-Nottoway River , NC",35.7595731,-79.0192997
Rowan Branch-Six Runs Creek,"Rowan Branch-Six Runs Creek , NC",35.0194103,-78.2362169
Rowan Creek-Black River,"Rowan Creek-Black River , NC",34.331868,-78.0325363
Royal Oak Swamp,"Royal Oak Swamp , NC",34.0236929,-78.3024073
Ruin Creek,"Ruin Creek , NC",36.2881479,-78.4695097
Run Swamp Canal-Indiantown Creek,"Run Swamp Canal-Indiantown Creek , NC",36.3548797,-76.111699
Russell Creek,"Russell Creek , NC",34.1373929,-78.1163832
Rutman Creek-Intracoastal Waterway,"Rutman Creek-Intracoastal Waterway , NC",35.5722131,-76.4374859
Rye Swamp-Little Coharie Creek,"Rye Swamp-Little Coharie Creek , NC",34.994093,-78.5089037
Saddletree Swamp,"Saddletree Swamp , NC",34.6807193,-79.0244763
Salmon Creek,"Salmon Creek , NC",35.7595731,-79.0192997
Sanders Bay-Currituck Sound,"Sanders Bay-Currituck Sound , NC",36.3269644,-75.8251605
Sandy Bay-Hatteras Island,"Sandy Bay-Hatteras Island , NC",35.24804,-75.5393155
Sandy Creek,"Sandy Creek , NC",34.2850596,-78.156745
Sandy Point-Albemarle Sound,"Sandy Point-Albemarle Sound , NC",36.0786612,-75.946324
Sandy Point-Nixous Beach,"Sandy Point-Nixous Beach , NC",35.7595731,-79.0192997
Sandy Run-Roanoke River,"Sandy Run-Roanoke River , NC",36.1442401,-77.1588948
Sandyberry Creek-Yadkin River,"Sandyberry Creek-Yadkin River , NC",36.223845,-80.8239373
Sandymush Creek,"Sandymush Creek , NC",35.7124024,-82.7185067
Santeetlah Creek,"Santeetlah Creek , NC",35.3293498,-83.9843381
Santeetlah Lake,"Santeetlah Lake , NC",35.3568066,-83.8618812
Sarem Creek-Chowan River,"Sarem Creek-Chowan River , NC",36.2704217,-76.8027886
Sasspan Branch-Boggy Branch,"Sasspan Branch-Boggy Branch , NC",34.3680033,-78.4496167
Savannah Creek,"Savannah Creek , NC",35.0341884,-79.9528336
Sawyer Lake-Milltail Creek,"Sawyer Lake-Milltail Creek , NC",35.8435823,-75.9049493
Scott Creek,"Scott Creek , NC",35.4018834,-83.1661818
Scotts Branch-Lockwoods Folly River,"Scotts Branch-Lockwoods Folly River , NC",33.995719,-78.2262531
Second Creek,"Second Creek , NC",35.7250038,-80.5601319
Second Creek-High Rock Lake,"Second Creek-High Rock Lake , NC",35.6516286,-80.3018107
Sevenmile Creek-Eno River,"Sevenmile Creek-Eno River , NC",36.0876172,-78.996519
Seymour Johnson Air Force Base-Neuse River,"Seymour Johnson Air Force Base-Neuse River , NC",35.340096,-77.9615323
Shaddox Creek-Haw River,"Shaddox Creek-Haw River , NC",35.6256773,-79.0291873
Shadrick Creek-Catawba River,"Shadrick Creek-Catawba River , NC",35.7595731,-79.0192997
Shallop Creek-Pungo River,"Shallop Creek-Pungo River , NC",35.6168273,-76.5464628
Shallotte Creek,"Shallotte Creek , NC",33.9273947,-78.3605582
Shaw Creek-French Broad River,"Shaw Creek-French Broad River , NC",35.3433468,-82.5383695
Shelter Swamp Creek,"Shelter Swamp Creek , NC",34.6046407,-77.6460953
Shelton Creek,"Shelton Creek , NC",36.3491007,-78.7476104
Sheppard Millpond-Briery Swamp,"Sheppard Millpond-Briery Swamp , NC",35.6909937,-77.2099607
Shipyard Landing-Pasquotank River,"Shipyard Landing-Pasquotank River , NC",36.304911,-76.2187525
Shooting Creek,"Shooting Creek , NC",35.0256473,-83.6668327
Shuler Creek,"Shuler Creek , NC",35.1948714,-84.2726458
Shut-In Creek-French Broad River,"Shut-In Creek-French Broad River , NC",35.463242,-83.213738
Sills Creek,"Sills Creek , NC",35.6361993,-80.6933555
Sills Creek-Back Creek,"Sills Creek-Back Creek , NC",35.6361993,-80.6933555
Simmons Landing-Scuppernong River,"Simmons Landing-Scuppernong River , NC",35.8926346,-76.3318457
Sixmile Creek,"Sixmile Creek , NC",35.7595731,-79.0192997
Sixpound Creek,"Sixpound Creek , NC",36.4845879,-78.0812385
Skeenah Creek-Little Tennessee River,"Skeenah Creek-Little Tennessee River , NC",35.6252879,-84.1802932
Slade Creek-Pungo River,"Slade Creek-Pungo River , NC",35.5061703,-76.560295
Slades Swamp-Red Hill Swamp,"Slades Swamp-Red Hill Swamp , NC",34.4376696,-78.6819602
Slap Swamp,"Slap Swamp , NC",34.3598916,-78.5000085
Sleepy Creek,"Sleepy Creek , NC",35.2584967,-77.9705419
Sleepy Creek-Neuse River,"Sleepy Creek-Neuse River , NC",35.2584967,-77.9705419
Slickrock Creek,"Slickrock Creek , NC",35.4166353,-83.9836812
Smith Branch-Reedy Fork,"Smith Branch-Reedy Fork , NC",36.1800269,-79.5883923
Smith Creek,"Smith Creek , NC",34.2629473,-77.8635959
Smith Mill Pond Run-South River,"Smith Mill Pond Run-South River , NC",34.95861,-76.5972199
Smiths Creek-Deep River,"Smiths Creek-Deep River , NC",35.9721102,-80.4493376
Smyrna Creek-Jarrett Bay,"Smyrna Creek-Jarrett Bay , NC",35.7595731,-79.0192997
Snow Creek,"Snow Creek , NC",36.5185993,-80.0758425
Snowbird Creek,"Snowbird Creek , NC",35.276956,-83.9532121
Soco Creek,"Soco Creek , NC",35.4753632,-83.2344765
Solomons Creek,"Solomons Creek , NC",34.8854954,-79.8321174
Songbird Creek-Lake Gaston,"Songbird Creek-Lake Gaston , NC",36.5076208,-77.9453091
South Buffalo Creek,"South Buffalo Creek , NC",36.0478659,-79.8338348
South Country Line Creek,"South Country Line Creek , NC",36.3333962,-79.3071153
South Deep Creek-Deep Creek,"South Deep Creek-Deep Creek , NC",36.148728,-80.6825254
South Flat River,"South Flat River , NC",36.2833808,-79.0842694
South Fork Jones Creek,"South Fork Jones Creek , NC",34.8731183,-80.0869691
South Fork Little River,"South Fork Little River , NC",36.1768093,-79.0362063
South Fork Mills River,"South Fork Mills River , NC",35.3590015,-82.6860826
South Fork Mitchell River,"South Fork Mitchell River , NC",36.3633517,-80.8820211
South Fork Muddy Creek,"South Fork Muddy Creek , NC",36.0217581,-80.2320582
South Hominy Creek,"South Hominy Creek , NC",35.4896362,-82.738759
South Lake-East Lake,"South Lake-East Lake , NC",35.888442,-75.9553563
South Muddy Creek,"South Muddy Creek , NC",35.6063863,-81.8879752
South Potts Creek-North Potts Creek,"South Potts Creek-North Potts Creek , NC",35.7595731,-79.0192997
South Prong Lewis Fork,"South Prong Lewis Fork , NC",36.1916752,-81.3948875
South Prong Stinking Quarter Creek,"South Prong Stinking Quarter Creek , NC",35.9768748,-79.5097464
South River,"South River , NC",34.95861,-76.5972199
South River-Neuse River,"South River-Neuse River , NC",35.1312747,-76.5038153
South Shoal Creek,"South Shoal Creek , NC",35.148413,-84.2265848
Southwest Fork-Northwest Fork Alligator River,"Southwest Fork-Northwest Fork Alligator River , NC",35.7674711,-76.2240116
Spencer Bay-Rose Bay,"Spencer Bay-Rose Bay , NC",35.4607225,-76.383533
Spencer Creek-Callaghan Creek,"Spencer Creek-Callaghan Creek , NC",35.8305658,-75.7683992
Spewmarrow Creek-Grassy Creek,"Spewmarrow Creek-Grassy Creek , NC",36.5737341,-81.3887137
Spring Creek,"Spring Creek , NC",35.7987139,-82.8543079
Starkys Creek,"Starkys Creek , NC",34.8429545,-77.2361998
Stecoah Creek,"Stecoah Creek , NC",35.3707865,-83.6906809
Steele Creek,"Steele Creek , NC",35.1380319,-80.981247
Stewarts Creek-Little River,"Stewarts Creek-Little River , NC",35.2387268,-82.6290119
Stinking Creek-Haw River,"Stinking Creek-Haw River , NC",36.094939,-79.3569372
Stinking Quarter Creek,"Stinking Quarter Creek , NC",36.0094475,-79.4492885
Stirewalt Creek-Lower Little River,"Stirewalt Creek-Lower Little River , NC",35.9247752,-81.2133024
Stone Creek,"Stone Creek , NC",35.4496054,-77.9547079
Stones Creek,"Stones Creek , NC",35.4496054,-77.9547079
Stony Creek,"Stony Creek , NC",36.2587465,-79.4200226
Stony Creek-Eno River,"Stony Creek-Eno River , NC",36.0876172,-78.996519
Stony Creek-Lake Burlington,"Stony Creek-Lake Burlington , NC",36.0959604,-79.4372512
Stony Creek-Stony Creek Reservoir,"Stony Creek-Stony Creek Reservoir , NC",35.7595731,-79.0192997
Stony Fork,"Stony Fork , NC",36.2112401,-81.4859348
Stonyton Creek,"Stonyton Creek , NC",35.3246108,-77.5565561
Storys Creek,"Storys Creek , NC",36.4925313,-78.9910337
Straight Fork Raven Fork,"Straight Fork Raven Fork , NC",35.6293243,-83.2291826
Stumpy Creek-Lake Norman,"Stumpy Creek-Lake Norman , NC",35.6148576,-80.9284085
Stumpy Point Bay-Pamlico Sound,"Stumpy Point Bay-Pamlico Sound , NC",35.6999288,-75.7418335
Stumpy Point-Alligator River,"Stumpy Point-Alligator River , NC",35.6999288,-75.7418335
Styron Bay-Cedar Inlet,"Styron Bay-Cedar Inlet , NC",34.8671414,-76.3608343
Suck Creek-Broad River,"Suck Creek-Broad River , NC",35.7595731,-79.0192997
Sulphur Branch-South Fork Catawba River,"Sulphur Branch-South Fork Catawba River , NC",35.1495863,-81.0328533
Sutton Creek-Middle Perquimmans River,"Sutton Creek-Middle Perquimmans River , NC",36.2009293,-76.3904965
Swamp Creek-Cashie River,"Swamp Creek-Cashie River , NC",35.7595731,-79.0192997
Swan Creek Lake-Swan Creek,"Swan Creek Lake-Swan Creek , NC",35.7595731,-79.0192997
Swan Creek-Yadkin River,"Swan Creek-Yadkin River , NC",36.060108,-81.5650931
Swearing Creek,"Swearing Creek , NC",35.804609,-80.2878728
Sweetwater Creek,"Sweetwater Creek , NC",35.7595731,-79.0192997
Sweetwater Creek-Hiwassee River,"Sweetwater Creek-Hiwassee River , NC",35.0579683,-83.9107648
Swift Creek,"Swift Creek , NC",35.710555,-78.7249469
Symonds Creek-Lower Little River,"Symonds Creek-Lower Little River , NC",36.1926583,-76.2313221
Tabbs Creek,"Tabbs Creek , NC",36.2490967,-78.4922298
Tank Creek-Little River,"Tank Creek-Little River , NC",35.2387268,-82.6290119
Tar River Reservoir,"Tar River Reservoir , NC",35.8978674,-77.8860316
Tarkill Branch-Six Runs Creek,"Tarkill Branch-Six Runs Creek , NC",35.0194103,-78.2362169
Taylor Creek,"Taylor Creek , NC",35.7595731,-79.0192997
Tellico Creek-Little Tennessee River,"Tellico Creek-Little Tennessee River , NC",35.6252879,-84.1802932
Tenmile Branch-Mill Swamp,"Tenmile Branch-Mill Swamp , NC",34.5407456,-78.9825492
Tenmile Swamp-Six Runs Creek,"Tenmile Swamp-Six Runs Creek , NC",35.0194103,-78.2362169
Terrapin Creek-Lake Norman,"Terrapin Creek-Lake Norman , NC",35.6427347,-80.9985017
Terrells Creek,"Terrells Creek , NC",35.8065869,-79.3099145
Terrells Creek-Haw River,"Terrells Creek-Haw River , NC",36.094939,-79.3569372
Thagards Lake-Little River,"Thagards Lake-Little River , NC",35.2387268,-82.6290119
The Frying Pan-The Straights,"The Frying Pan-The Straights , NC",35.7595731,-79.0192997
The Slough,"The Slough , NC",35.4719407,-77.9131578
Third Fork Creek,"Third Fork Creek , NC",35.9390322,-78.9231533
Thorntons Creek,"Thorntons Creek , NC",35.3889537,-78.713251
Three Top Creek,"Three Top Creek , NC",36.3636533,-81.5980228
Threemile Creek-North Toe River,"Threemile Creek-North Toe River , NC",35.7595731,-79.0192997
Thunder Swamp-Thoroughfare Swamp,"Thunder Swamp-Thoroughfare Swamp , NC",35.2090107,-78.1079578
Tick Creek-Rocky River,"Tick Creek-Rocky River , NC",35.6619396,-79.4112804
Tom-A-Lex Lake-Abbotts Creek,"Tom-A-Lex Lake-Abbotts Creek , NC",35.8944402,-80.1805318
Toms Creek,"Toms Creek , NC",35.7404009,-82.0498334
Toms Creek-Catawba River,"Toms Creek-Catawba River , NC",35.7404009,-82.0498334
Toms Fork,"Toms Fork , NC",34.1037468,-78.7858667
Torrence Branch-Lake Wylie,"Torrence Branch-Lake Wylie , NC",35.0598289,-81.0119305
Towee Creek-Hiwassee River,"Towee Creek-Hiwassee River , NC",35.7595731,-79.0192997
Town Creek-Dan River,"Town Creek-Dan River , NC",34.1651705,-78.0930491
Town Creek-Tar River,"Town Creek-Tar River , NC",35.8151565,-77.8010904
Town Fork Creek-Dan River,"Town Fork Creek-Dan River , NC",36.2828499,-80.1874474
Town of Ahoskie-Middle Ahoskie Creek,"Town of Ahoskie-Middle Ahoskie Creek , NC",36.2856661,-77.0024664
Town of Altamahaw-Haw River,"Town of Altamahaw-Haw River , NC",36.1843016,-79.5072461
Town of Aulander-Upper Ahoskie Creek,"Town of Aulander-Upper Ahoskie Creek , NC",36.2296004,-77.1141282
