Name,Type,Latitude,Logitude
Jenkins Pond,Lake,35.0248,-77.772
Jinks Creek,Lake,33.8785,-78.493
Joe Lake,Lake,34.0266,-78.6164
Jones Lake,Lake,34.6875,-78.6017
Kaziah Lake,Lake,34.0627,-78.0376
Kelly Lake,Lake,35.4072,-80.9227
Ketchum Pond,Lake,35.1785,-77.629
Kimesville Lake,Lake,35.9451,-79.5454
Kinsey Jones Pond,Lake,35.0963,-77.9389
Lake Artesia,Lake,35.0598,-78.2301
Lake Ashe,Lake,36.347,-81.4482
Lake Buis,Lake,34.0176,-78.0478
Lake Catherine,Lake,34.8202,-77.5632
Lake Chapel,Lake,34.5638,-78.1203
Lake Crabtree,Lake,35.8366,-78.797
Lake Ellis Simon,Lake,34.848,-77.0058
Lake Glenwood,Lake,35.5677,-77.3116
Lake Hastie,Lake,34.022,-78.0425
Lake Logan,Lake,35.4151,-82.9286
Lake Lynn,Lake,35.8739,-78.6974
Lake Marsh,Lake,34.0336,-78.032
Lake Mattamuskeet,Lake,35.5088,-76.1487
Lake Michael,Lake,36.1053,-79.245
Lake Middleton,Lake,34.0241,-78.039
Lake Minehaha,Lake,35.0189,-80.5924
Lake Montonia,Lake,35.1995,-81.3282
Lake Myers,Lake,35.9228,-80.6558
Lake Reaves,Lake,34.0199,-78.0413
Lake Rogers,Lake,36.1299,-78.7031
Lake Susan,Lake,35.6472,-82.2984
Lake Waccamaw,Lake,34.2867,-78.5097
Lake Wade,Lake,36.3644,-79.5807
Largo Lake,Lake,36.3194,-78.2301
Lasater Lake,Lake,36.0273,-80.4151
Latham Lake,Lake,36.0893,-79.3039
Lewis Lake (historical),Lake,34.4196,-78.9681
Lightwood Pond,Lake,35.0807,-77.9046
Little Glade Millpond,Lake,36.442,-81.0315
Little Lake,Lake,34.8696,-76.9903
Little Singletary Lake,Lake,34.8277,-78.6963
Lommond Lake,Lake,35.0723,-79.0037
Long Lake,Lake,34.4357,-78.9626
Long Lake,Lake,34.889,-77.0016
Long Pond,Lake,36.3238,-75.8474
Lyles Lake,Lake,35.2451,-81.9761
MacConnell Lake,Lake,35.4685,-80.8248
Marys Lake,Lake,34.4288,-78.9703
Mc Kinzie Pond,Lake,34.0752,-77.9886
McArthur Lake,Lake,35.3413,-78.0147
McCall Lake,Lake,35.5603,-81.8193
McCoys Fishing Lake,Lake,35.2765,-83.4388
Meadow Lake,Lake,34.0306,-78.033
Mirror Lake,Lake,34.0297,-78.0293
Mirror Lakes,Lake,35.6328,-80.4617
Morgan Pond,Lake,36.2349,-80.1675
Morgan Ponds,Lake,34.3923,-79.1733
Mossy Pond,Lake,36.3095,-75.8328
Mullet Pond,Lake,34.6842,-76.642
Nellie Bell Ponds,Lake,36.5233,-76.1097
Nixon Lake,Lake,35.4849,-80.9812
Northeast Pond,Lake,36.3307,-75.8413
Oak Hollow Lake,Lake,36.0183,-79.996
Oak Pond,Lake,36.4502,-75.8566
Old Towne Lake,Lake,35.089,-77.0627
Oldhams Lake,Lake,35.4802,-79.1416
Paradise Lake,Lake,34.0279,-78.0374
Patricia Lake,Lake,34.0476,-78.0434
Patsy Pond,Lake,34.7261,-76.9619
Perch Pond,Lake,36.2619,-75.8669
Peter Dozier Pond,Lake,36.5368,-76.1197
Phelps Lake,Lake,35.7696,-76.4591
Pine Lake,Lake,35.298,-77.7977
Popes Lake,Lake,35.48,-78.6863
Pretty Pond,Lake,34.0701,-78.0261
Pungo Lake,Lake,35.7141,-76.5508
Quaker Neck Lake,Lake,35.3732,-78.0755
Rhodes Pond,Lake,35.2334,-78.6536
Roland Pond,Lake,36.3102,-78.3677
Ross Pond,Lake,35.4255,-81.5091
Sage Pond,Lake,35.4413,-78.3447
Salters Lake,Lake,34.705,-78.6302
Sampson Pond,Lake,34.0411,-77.9596
Sand Hill Lake,Lake,34.3866,-78.9817
Sawyer Lake,Lake,35.8429,-75.9054
Schulkens Pond,Lake,34.1807,-78.6122
Seaforth Lake,Lake,35.7357,-79.032
Seminole Lake,Lake,34.03,-78.0349
Shadow Lake,Lake,34.0362,-78.0375
Shearon Harris Reservoir,Lake,35.5886,-78.9392
Shooks Lake,Lake,35.6238,-81.2372
Silver Lake,Lake,34.1427,-77.9151
Silver Lake,Lake,34.0364,-78.0355
Sims Pond,Lake,36.1425,-81.7188
Skilpot Lake,Lake,35.9975,-80.4141
Smith Lake,Lake,34.441,-78.9606
Smith Lake,Lake,35.4866,-80.9925
Smiths Lake,Lake,35.3281,-80.4198
South Lake,Lake,35.8999,-75.8982
Southerlands Pond,Lake,36.2901,-78.2986
Southwest Lake,Lake,34.5499,-77.7394
Spring Lake,Lake,34.0499,-78.0504
Spring Valley Lake,Lake,36.0807,-79.0453
Stillwell Lake,Lake,35.4238,-80.9179
Swan Creek Lake,Lake,35.6407,-76.0014
Swan Pond,Lake,35.3924,-78.2894
Tate Lake,Lake,34.0372,-78.0441
The Cowbone,Lake,35.4241,-78.3111
The Fishponds,Lake,34.2057,-78.5641
The Hammock,Lake,36.2774,-75.8719
The Lake,Lake,34.5285,-78.0319
The Net Hole,Lake,34.4549,-78.9445
The Pools,Lake,35.4265,-82.2343
Timber Ridge Lake,Lake,35.9081,-79.5156
Toms Hole,Lake,34.5288,-78.2631
Turkey Cove Pond,Lake,36.3662,-81.1866
Twin Lakes,Lake,34.036,-78.0364
Van Dyke Lake,Lake,Uko,#VALUE!
Waggoner Lake,Lake,36.2101,-80.1607
Walhill Lake,Lake,35.1602,-80.646
Wests Pond,Lake,35.2903,-78.9191
Wheeler Lake,Lake,34.49,-78.2316
Whipping Creek Lake,Lake,35.6916,-75.9773
White Lake,Lake,34.6429,-78.4981
White Millpond,Lake,36.1154,-77.3555
White Oak Lake,Lake,36.1102,-79.7707
White Spring Ponds,Lake,33.9882,-78.0182
Wild Cat Lake,Lake,34.4033,-78.9769
Willis Lake,Lake,35.4594,-80.7577
Willow Pond,Lake,34.6888,-76.5294
Wilson Lakes,Lake,35.0121,-83.2202
Woods Ponds,Lake,34.0252,-78.0392
Woodys Lake,Lake,35.7228,-78.7328
Aaron Swamp,Swamp,34.5468,-79.2064
Acorn Hill Millpond,Swamp,36.4338,-76.5503
Ahoskie Swamp,Swamp,36.2657,-76.9163
Alligator Bay,Swamp,34.1007,-78.4356
Angola Swamp,Swamp,34.703,-77.8368
Ash Swamp,Swamp,33.9371,-78.1273
Ashpole Swamp,Swamp,34.526,-79.2328
Aunt Phoebes Marsh,Swamp,35.5692,-75.4693
Baldwin Swamp,Swamp,35.6232,-77.2947
Ball Pocosin,Swamp,35.1757,-77.5486
Barden Bay,Swamp,34.3079,-79.032
Bay Branch,Swamp,34.4613,-79.0492
Bay City Pocosin,Swamp,Uko,#VALUE!
Bay Marsh (historical),Swamp,35.0696,-76.0741
Baybush Swamp,Swamp,35.3332,-77.2275
Beach Marsh,Swamp,35.0066,-76.2985
Bear Bay,Swamp,34.4316,-78.9353
Bear Garden Bay,Swamp,34.386,-78.9259
Bear Pen Islands Swamp,Swamp,34.1332,-78.3422
Bear Pond,Swamp,34.421,-78.5611
Bear Swamp,Swamp,34.3818,-78.1953
Bear Swamp,Swamp,36.1477,-76.5786
Bear Swamp,Swamp,36.1668,-76.4913
Bear Swamp,Swamp,36.1477,-76.5147
Beargarden Pocosin,Swamp,35.481,-77.6658
Bearwell Pocosin,Swamp,35.1129,-77.6041
Beaver Dam Bay,Swamp,34.4835,-78.7653
Beaver Dam Bay,Swamp,34.7479,-78.4578
Beaver Dam Swamp,Swamp,34.7122,-78.6925
Beaverdam Bay,Swamp,34.0718,-78.2194
Beaverdam Dismal,Swamp,35.2374,-78.5158
Beaverdam Pocosin,Swamp,36.2154,-77.0772
Bee Island Bay,Swamp,34.0588,-78.4817
Bee Tree Bay,Swamp,34.4216,-78.16
Bee Tree Swamp,Swamp,34.1041,-78.565
Beech Swamp,Swamp,36.1247,-77.538
Beks Bay,Swamp,34.4202,-78.9117
Bennett Bay,Swamp,34.4366,-78.9386
Bennetts Bay,Swamp,34.7749,-78.7478
Big Alligator Swamp,Swamp,34.9091,-78.7711
Big Bay,Swamp,34.0619,-77.9803
Big Bay,Swamp,34.2121,-78.2169
Big Bay,Swamp,34.2163,-78.6936
Big Bay,Swamp,34.3152,-78.0722
Big Bay,Swamp,34.3377,-78.2947
Big Bay,Swamp,34.4132,-78.5014
Big Bay,Swamp,34.4421,-79.0714
Big Bay,Swamp,34.4466,-78.9059
Big Bay,Swamp,34.6357,-78.4522
Big Bay,Swamp,34.661,-78.9106
Big Bay,Swamp,34.7868,-78.6141
Big Bay,Swamp,34.2338,-78.8909
Big Bay Swamp,Swamp,34.3907,-78.2117
Big Branch,Swamp,36.4454,-76.795
Big Colly Bay,Swamp,34.7505,-78.5314
Big Gallberry Bay,Swamp,34.8479,-78.7178
Big Juniper Bay,Swamp,34.5588,-78.7097
Big Marsh,Swamp,34.8227,-76.3621
Big Opening,Swamp,34.1168,-78.2633
Big Pocosin,Swamp,35.3463,-77.0352
Big Shoal Marsh,Swamp,34.6829,-76.6108
Big Slough,Swamp,34.4148,-78.3089
Big Swamp,Swamp,35.9544,-76.4153
Big Swash,Swamp,36.0638,-77.3033
Big White Bay,Swamp,34.8879,-78.6361
Bitch Bay,Swamp,34.276,-78.3131
Black Bay,Swamp,34.3338,-78.3692
Black Creek Bay,Swamp,34.6421,-78.4139
Black Ground Bay,Swamp,34.8848,-78.7325
Black Mingle Pocosin,Swamp,36.5146,-76.675
Black Swamp,Swamp,35.2988,-78.9332
Black Swamp,Swamp,36.3037,-76.0079
Black Swamp,Swamp,34.8777,-76.9513
Black Swamp (historical),Swamp,34.4843,-78.0822
Blackfish Lake,Swamp,34.4243,-78.9623
Bloody Branch Bay,Swamp,34.7496,-78.6022
Blount Pocosin,Swamp,35.3921,-77.0455
Blounts Bay,Swamp,34.5977,-78.9303
Blue Desert,Swamp,34.8066,-79.0614
Blue Hole Swamp,Swamp,36.0574,-77.2664
Bluff Swamp,Swamp,34.4041,-78.9748
Bob Peterson Bay,Swamp,34.4516,-78.2806
Bodie Island Marshes,Swamp,35.901,-75.6063
Bog Bay,Swamp,34.5824,-78.8839
Bog Opening,Swamp,35.3975,-75.4935
Bog Scattering Pines,Swamp,35.7168,-76.5108
Boggy Swamp,Swamp,34.2027,-78.5775
Bogue Marsh,Swamp,35.2679,-77.8647
Brace Pocosin,Swamp,35.0714,-78.7524
Briar Bed,Swamp,35.2207,-77.9697
Brice Creek Pocoson,Swamp,35.0132,-77.083
Briery Bay,Swamp,34.106,-78.6425
Brigand Bay,Swamp,35.2637,-75.586
Brisson Bay,Swamp,34.7849,-78.8434
Broad Creek Marsh,Swamp,34.7999,-76.4916
Broadneck Swamp,Swamp,35.9754,-77.1633
Brown Marsh Swamp,Swamp,34.4682,-78.6431
Brown Morse Swamp,Swamp,34.4957,-78.7664
Buck Slash Bay,Swamp,34.3793,-78.9328
Buck Swamp,Swamp,34.8407,-80.2447
Buckhorn Bay,Swamp,34.9727,-78.7342
Buckhorn Savanna,Swamp,34.2773,-78.1815
Buckle Swamp,Swamp,34.3896,-78.1792
Buckleberry Pocosin,Swamp,35.9893,-76.823
Buffalo Creek Cypress Swamp,Swamp,35.8056,-78.4102
Burgaw Savannah,Swamp,34.4766,-77.9692
Burnt Bay,Swamp,34.4932,-78.2753
Burnt Pocoson (historical),Swamp,36.2946,-76.598
Bushy Bay,Swamp,34.7938,-78.6622
Bushy Lake,Swamp,34.8777,-78.6965
Butler Bay,Swamp,34.4563,-79.2445
Butler Bay,Swamp,34.7074,-78.4106
Buzzard Bay,Swamp,34.2738,-78.3222
Buzzard Bay,Swamp,34.3977,-78.96
Buzzard Bay,Swamp,34.6607,-78.8678
Cain Bay,Swamp,34.7599,-78.5739
Calico Creek Marsh,Swamp,34.7285,-76.6993
Camp Bay,Swamp,34.1874,-78.677
Caney Meadow,Swamp,34.7335,-78.5467
Cannon Swamp,Swamp,35.6315,-77.2908
Cape Fear Lowlands,Swamp,34.3758,-78.1849
Catholic Bay,Swamp,34.2813,-78.1381
Cattail Bay,Swamp,34.1685,-78.6478
Causeway Bay,Swamp,34.6624,-78.4292
Cawcaw Bay,Swamp,33.9868,-78.465
Cedar Bay,Swamp,34.671,-78.612
Cedar Grove,Swamp,34.2941,-78.9109
Cedar Swamp Bay,Swamp,34.8013,-78.7256
Chancy Bay,Swamp,34.4343,-78.5411
Charlie Long Millpond,Swamp,34.7659,-78.5572
Chinquapin Bay,Swamp,34.6927,-78.4703
Church Bay,Swamp,34.6963,-78.4889
Clayton Bay,Swamp,34.121,-78.4906
Clayton Bay,Swamp,34.1202,-78.5058
Club Bay,Swamp,34.0307,-78.6572
Colen Williams Bay,Swamp,34.446,-79.1345
Colly Marsh,Swamp,34.4477,-78.1975
Colly Swamp,Swamp,34.6107,-78.4406
Conch Shoal Marsh,Swamp,34.6532,-76.5485
Connaritsa Pocosin,Swamp,36.2107,-77.1158
Contrary Swamp,Swamp,34.5041,-79.3107
Cooley Bay,Swamp,34.6954,-78.3994
Corson Bay,Swamp,34.8104,-78.5938
Cotton Head Bay,Swamp,34.666,-78.5953
Cotton Head Bay,Swamp,34.6218,-78.5042
Cotton Patch Bay,Swamp,34.7427,-78.4775
Cove Swamp,Swamp,34.3135,-78.5508
Cow Bay,Swamp,34.4252,-78.8614
Cow Pen Bay (historical),Swamp,34.2618,-78.9095
Coward Swamp,Swamp,34.3638,-79.0464
Cowpen Bay,Swamp,34.7241,-78.4856
Craggy Flats,Swamp,35.6968,-82.3818
Cromartie Marsh,Swamp,34.7485,-78.3881
Cross Bay,Swamp,34.0166,-78.68
Cross Bay,Swamp,34.2052,-78.9267
Cross Swamp,Swamp,34.131,-78.5625
Cumbee Bay,Swamp,34.0154,-78.3208
Curve of the Railroad Bay,Swamp,34.4474,-78.0712
Cypress Bay,Swamp,34.4632,-78.5181
Cypress Bay,Swamp,34.5088,-78.887
Cypress Bay,Swamp,34.6638,-78.9403
Cypress Bay,Swamp,34.6979,-78.535
Cypress Bay,Swamp,34.756,-79.1042
Cypress Bay (historical),Swamp,34.2752,-78.9134
Cypress Branch,Swamp,34.3104,-79.0203
Cypress Creek Bay,Swamp,34.2099,-78.6447
Cypress Creek Bay,Swamp,34.8143,-78.5439
Cypress Pond,Swamp,34.3399,-78.5295
Cypress Pond,Swamp,34.8368,-78.7256
Cypress Swamp,Swamp,34.5985,-78.6978
Cypress Swamp,Swamp,36.2085,-77.3502
Dark Bay,Swamp,34.2946,-78.1886
David Gam Bay,Swamp,34.7785,-78.5492
Davis Marsh,Swamp,34.7799,-76.4741
Deaver Bay,Swamp,34.5241,-78.7764
Devils Nest,Swamp,34.5696,-78.3236
Devils Woodyard,Swamp,35.2052,-77.9583
Dickenson Meadow,Swamp,34.766,-78.6117
Dismal Bay,Swamp,34.4938,-78.4595
Dismal Bay,Swamp,34.7033,-78.302
Dismal Bay,Swamp,34.8585,-78.4633
Dismal Bay,Swamp,35.1088,-78.5708
Ditch Bay,Swamp,34.4146,-78.0672
Ditch Bay,Swamp,34.6757,-78.5495
Doehead Bay,Swamp,34.3613,-78.4144
Doghead Bay,Swamp,33.9591,-78.5195
Dollisons Swamp,Swamp,34.3004,-78.0177
Double Branch Bay,Swamp,34.6493,-78.8039
Double Head Bay,Swamp,34.4099,-78.9409
Doxeys Salthouse,Swamp,36.2471,-75.7849
Drinking Pond,Swamp,34.4299,-78.54
Drowned Bay,Swamp,33.921,-78.5172
Duck Pond Swamp,Swamp,35.0678,-78.7875
East Dismal Swamp,Swamp,35.7243,-76.6941
Eb Bay,Swamp,34.6793,-78.3008
Edwards Pocosin,Swamp,36.3699,-77.3922
Egypt Swamp,Swamp,34.1743,-78.3406
Entry Bay,Swamp,34.6285,-78.4183
Etheridge Swamp,Swamp,35.9768,-77.3408
Fishpond Swamp,Swamp,34.6638,-78.7675
Flat Bay,Swamp,34.3866,-78.8597
Flat Bay,Swamp,34.426,-78.0353
Flat Bay,Swamp,34.2541,-78.0683
Flat Pond,Swamp,34.8382,-78.7208
Flat Swamp,Swamp,34.3324,-79.052
Flat Swamp,Swamp,35.8032,-77.2555
Flat Swamp,Swamp,35.7368,-76.748
Flat Swamp,Swamp,36.0793,-76.8727
Flowers Swamp,Swamp,34.4346,-79.0078
Fox Bay,Swamp,34.456,-78.8786
Fox Bay,Swamp,34.5991,-78.8061
Frenchs Creek Swamp,Swamp,34.5154,-78.3967
Friar Swamp,Swamp,34.3363,-78.4608
Frog Level Swamp,Swamp,35.9429,-77.0797
Gabriel Bay,Swamp,34.5241,-78.9192
Gallberry Bay,Swamp,34.9135,-78.9242
Gap Bay,Swamp,34.3979,-78.3642
Gap Bay,Swamp,34.671,-78.1697
Gapway Swamp,Swamp,34.2813,-79.0175
Gaston Swamp,Swamp,35.0815,-76.9125
Glass Pond,Swamp,34.8713,-79.035
Good Luck Bay,Swamp,34.0171,-78.3917
Goodman Swamp,Swamp,36.5153,-76.6475
Goose Pond,Swamp,34.4079,-78.0575
Goose Pond,Swamp,34.881,-79.1009
Goshen Swamp,Swamp,35.013,-77.8477
Grapevine Marsh,Swamp,35.7309,-76.0432
Gray Swamp,Swamp,34.2654,-78.4383
Gray Swamp,Swamp,36.1391,-76.0826
Grays Bay,Swamp,34.5874,-78.6345
Great Dismal Swamp,Swamp,36.5335,-76.4622
Great Dover Swamp,Swamp,35.1468,-77.3375
Great Marsh,Swamp,36.5266,-75.9509
Great Sandy Run Pocosin,Swamp,34.6419,-77.5391
Great Swamp,Swamp,36.369,-75.9946
Great Swamp,Swamp,35.7329,-77.4358
Green Bay,Swamp,34.341,-79.0517
Green Swamp,Swamp,34.7988,-78.6164
Green Swamp,Swamp,34.2254,-78.4542
Griffie Drain,Swamp,34.8199,-78.7297
Grindle Pocosin,Swamp,35.7238,-77.418
Gully Bay,Swamp,34.4493,-79.2439
Gum Flat Bay,Swamp,34.7274,-78.8331
Gum Swamp,Swamp,34.1404,-78.5775
Gum Swamp,Swamp,34.3468,-78.4292
Gum Swamp,Swamp,34.6599,-78.5339
Gum Swamp,Swamp,34.9802,-78.6786
Gum Swamp,Swamp,34.9079,-76.9936
Gum Swamp,Swamp,35.2299,-76.7033
Gum Swamp,Swamp,34.5091,-78.9081
Gum Swamp Bay,Swamp,34.8599,-78.6617
Half Moon Pocosin,Swamp,35.5071,-77.5608
Half Moon Pocosin,Swamp,35.4979,-77.5602
Hall Pocosin,Swamp,36.5085,-76.6155
Harrells Bay,Swamp,34.7763,-78.1583
Harrison Creek Bay,Swamp,34.9371,-78.6925
Hasket Bay,Swamp,34.4288,-78.5461
Hatcher Swamp,Swamp,35.8949,-77.6133
Hattock Bay,Swamp,34.5079,-78.4911
Haw Pocosin,Swamp,Uko,#VALUE!
Hawes Marsh,Swamp,34.5249,-78.2361
Head o' Bay,Swamp,33.9974,-78.4728
Head of Chinnis Branch,Swamp,34.2821,-78.1694
Hearts Delight Pocosin,Swamp,36.2302,-77.0733
Hell Swamp,Swamp,35.5285,-76.701
Hester Bay,Swamp,34.5941,-78.7578
Hog Bay,Swamp,34.581,-78.8128
Hog Island Swamp,Swamp,34.7727,-78.3619
Hog Swamp,Swamp,34.1174,-78.5722
Hog Swamp,Swamp,34.4907,-79.072
Hoggard Swamp,Swamp,36.3039,-76.9064
Hollow Ground Swamp,Swamp,35.7911,-76.2485
Holly Shelter Swamp,Swamp,34.496,-77.6993
Holts Pond,Swamp,35.4829,-78.1998
Honey Bay,Swamp,34.2243,-78.412
Honey Island Swamp,Swamp,34.166,-78.3989
Honey Pot Swamp,Swamp,36.3747,-76.7365
Horne Swamp,Swamp,34.2935,-79.0489
Horse Marsh,Swamp,34.7196,-76.5854
Horse Pen Bay,Swamp,34.0924,-78.4892
Horse Swamp,Swamp,34.7668,-77.2983
Horse Swamp,Swamp,34.5191,-79.1789
Horsepen Bay,Swamp,34.4352,-78.0886
Horsepen Bay,Swamp,34.6843,-78.3947
Horsepen Pocosin,Swamp,35.2163,-77.9414
Horsepen Pocosin,Swamp,36.411,-76.8415
Horsepen Swamp,Swamp,34.4985,-78.7817
Horseshoe Bay,Swamp,34.4971,-78.48
Howard Bay,Swamp,34.4371,-79.1845
Howell Swamp,Swamp,35.5546,-77.7225
Huckleberry Bay,Swamp,34.441,-78.8903
Huckleberry Pond,Swamp,34.7816,-78.6686
Huggins Bay,Swamp,34.1968,-78.9081
Huitt Bay,Swamp,34.0113,-78.3331
Indian Camp Bay,Swamp,34.7577,-78.472
Indian Camp Swamp,Swamp,34.8827,-78.9039
Indian Swamp,Swamp,35.9058,-76.3839
Iron Springs Bay,Swamp,34.1966,-78.9467
Island Branch Swamp,Swamp,35.0982,-77.353
Island Swamp,Swamp,35.4929,-77.1825
J and W Dismal Swamp,Swamp,35.6099,-76.9216
Jackson Bay,Swamp,34.0102,-78.7081
Jackson Swamp,Swamp,35.4699,-76.7447
Jacob Bay,Swamp,34.7432,-79.1056
Jacob Swamp,Swamp,34.5732,-78.9736
Jeanette Sedge,Swamp,35.2521,-75.5407
Jennette Sedge,Swamp,35.2539,-75.546
Jenrette Bay,Swamp,34.0379,-78.712
Jim Bay,Swamp,34.5754,-78.8267
Johns Swamp,Swamp,34.621,-78.3811
Johnson Mill Bay,Swamp,34.7232,-78.5247
Johnson Pond,Swamp,35.4084,-78.4704
Jones Lake Bay,Swamp,34.6882,-78.6117
Jones Pocosin,Swamp,35.2704,-77.8244
Jones Swamps,Swamp,36.4695,-76.8113
Judith Marsh,Swamp,35.4086,-76.3669
Juniper Bay,Swamp,34.4818,-78.4856
Juniper Bay,Swamp,34.5049,-79.0214
Juniper Bay,Swamp,34.1268,-78.442
Juniper Bay,Swamp,34.2513,-78.0508
Juniper Pond,Swamp,35.2085,-77.9232
Juniper Swamp,Swamp,34.9498,-77.4954
Juniper Swamp,Swamp,35.4771,-77.1236
Keeter Bay,Swamp,34.3829,-78.3772
Keith Bay,Swamp,34.6841,-78.2964
Kelly Swamp,Swamp,34.4857,-78.6914
Kerr Marsh,Swamp,34.711,-78.3653
King Point Marsh,Swamp,34.8221,-76.4396
King Swamp,Swamp,34.1121,-78.5639
Kings Bay,Swamp,34.636,-78.2094
Lake Myra,Swamp,35.7659,-78.4349
Lake Swamp,Swamp,34.2532,-78.4872
Lakes Pocosin,Swamp,34.8124,-76.9838
Lamberts Bay,Swamp,34.3543,-78.5533
Lamms Pond,Swamp,35.7335,-78.2094
Lassiter Swamp,Swamp,36.4418,-76.6486
Laurel Swamp,Swamp,36.2682,-75.8991
Lee Hugh Bay,Swamp,34.4108,-78.0739
Lee Lake,Swamp,34.2468,-78.6089
Lewis Lake,Swamp,34.4193,-78.9628
Light Ground Pocosin,Swamp,35.0782,-76.7941
Light Swamp,Swamp,36.526,-76.2335
Little Alligator Swamp,Swamp,34.8704,-78.7528
Little Bluff Swamp,Swamp,34.4393,-78.97
Little Colly Bay,Swamp,34.7024,-78.5181
Little Dismal Swamp,Swamp,35.3341,-78.4736
Little Gallberry Bay,Swamp,34.8521,-78.7039
Little Green Swamp,Swamp,34.2363,-78.1889
Little Hog Swamp,Swamp,34.5591,-79.04
Little Horseshoe Bay,Swamp,34.4749,-78.5014
Little Juniper Bay,Swamp,34.5138,-78.9967
Little Swamp,Swamp,34.1679,-78.5122
Log Pine Bay,Swamp,34.4368,-78.9289
Long Bay,Swamp,34.2803,-78.081
Long Bay,Swamp,34.3709,-78.0189
Long Bay,Swamp,34.4413,-78.9222
Long Bay,Swamp,34.3782,-78.3939
Long Bays,Swamp,34.0199,-78.515
Long Marsh,Swamp,34.6763,-77.0045
Lucas Mill Creek Swamp,Swamp,34.5193,-78.4183
Lyon Swamp,Swamp,34.5018,-78.3664
MacDonald Swamp,Swamp,35.3316,-79.1376
Maple Bay,Swamp,34.7127,-78.4417
Maple Swamp,Swamp,36.3396,-75.9238
Mark Pine Bay,Swamp,34.2038,-78.62
Marry Branch Bay,Swamp,34.7668,-78.4503
Marsh Bay,Swamp,34.0496,-78.697
Marshall Bay,Swamp,34.7249,-78.4603
Mashoes Marsh,Swamp,35.9394,-75.8089
Mathis Pond,Swamp,34.8549,-79.0223
McCall Swamp,Swamp,34.7674,-78.656
McColskey Bay,Swamp,34.431,-78.9461
Meadow Bay,Swamp,34.6052,-78.8081
Meares Bay,Swamp,34.3143,-78.982
Meares Bay,Swamp,34.4324,-78.5364
Middle Marshes,Swamp,34.6938,-76.608
Middle Swamp,Swamp,36.4874,-76.6777
Middle Swamp,Swamp,34.3699,-78.9842
Mill Bay,Swamp,34.0371,-78.4553
Mill Bay,Swamp,34.4446,-79.2162
Mill Pond,Swamp,34.6485,-78.4344
Mill Swamp,Swamp,34.5152,-78.9425
Mill Swamp,Swamp,34.5916,-78.8053
Mill Swamp,Swamp,35.1634,-76.9988
Millpond Bay,Swamp,34.1321,-78.482
Moore Swamp,Swamp,34.5641,-78.3103
Morgan Swamp,Swamp,35.1822,-77.0068
Murphy Bay,Swamp,34.6377,-78.3583
Murphy Swamp,Swamp,34.9357,-78.8292
New Lake,Swamp,35.6435,-76.343
Newport Marshes,Swamp,34.7393,-76.6922
No Ache,Swamp,35.5241,-75.4821
Nobels Millpond,Swamp,35.1007,-77.6482
North River Marsh,Swamp,34.7221,-76.6049
Oaky Swamp,Swamp,34.5366,-78.7647
Odom Bay,Swamp,34.8932,-78.9025
Old Field Swamp,Swamp,34.521,-79.1195
Olin Tatum Millpond Bay,Swamp,34.7271,-78.5895
One Thousand Marshes,Swamp,35.4416,-76.6041
Otter Slide Bay,Swamp,34.4874,-78.2969
Pagett Bay,Swamp,34.3652,-78.9264
Pantego Swamp,Swamp,35.5979,-76.5958
Panther Bay,Swamp,34.5854,-78.9548
Panther Bay,Swamp,34.7596,-79.1195
Paris Millpond,Swamp,34.6224,-78.7247
Pasture Branch Swamp,Swamp,34.9941,-78.7706
Pell Mell Pocosin,Swamp,36.0927,-76.925
Penderdam Bay,Swamp,34.6629,-78.7884
Peters Creek Bay,Swamp,34.8338,-78.53
Peters Swamp,Swamp,34.5527,-78.9297
Pigeon Bay,Swamp,34.501,-78.9259
Pine Log Bay,Swamp,34.3624,-78.7945
Pine Log Swamp,Swamp,34.3282,-78.7289
Pinks Bay,Swamp,34.591,-78.937
Piver Bays,Swamp,33.9993,-78.4933
Plummers Run Bay,Swamp,34.4163,-78.3844
Pocosin Bay,Swamp,34.6718,-78.4586
Point of Island,Swamp,35.0066,-76.4585
Porter Swamp,Swamp,34.5463,-78.3794
Porter Swamp,Swamp,34.3599,-78.965
Providence Swamp (historical),Swamp,36.5229,-76.2374
Quinine Swamp,Swamp,36.1729,-77.2739
Raccoon Swamp,Swamp,34.4795,-78.2416
Raccoon Swamp,Swamp,35.3792,-78.1675
Rafe Bay,Swamp,34.6788,-78.8978
Rake Shin Bay,Swamp,34.6216,-78.6958
Rattlesnake Bay,Swamp,34.2718,-78.1597
Rattlesnake Swamp,Swamp,34.1574,-78.3233
Raven Bay,Swamp,34.4852,-78.7111
Ready Bay,Swamp,34.2707,-78.0658
Ready Branch Opening,Swamp,34.1502,-78.2367
Ready Branch Opening,Swamp,34.1777,-78.265
Red Hill Swamp,Swamp,34.4377,-78.682
Red Pond,Swamp,34.8021,-78.5925
Redding Bay,Swamp,34.5749,-78.8434
Redwater Bay,Swamp,34.1527,-78.1478
Reed Marsh (historical),Swamp,35.789,-78.1136
Reedy Branch,Swamp,34.5429,-79.1411
Reedy Branch Bay,Swamp,34.7305,-78.4482
Reedy Pocosin,Swamp,35.4179,-77.1022
Reedys Swamp,Swamp,35.2722,-79.0266
Rhodes Bay,Swamp,34.4235,-78.3914
Rice Pond Bay,Swamp,34.6077,-78.5083
Rices Pocosin,Swamp,35.4893,-77.6064
Ridgepole Swamp,Swamp,34.2691,-78.38
