X,Y,OBJECTID,IncidentNumber,USTNum,IncidentName,Address,CityTown,ZipCode,County,Mgr,ROCode,DateOccurred,DateReported,ConfRisk,Risk,CloseOut,CurrStatus,CDNum,LURFiled,LandUse,LatDec,LongDec,FacilID,Comm,Reg,LUR_Resc,LUR_State,RRADate,RRARisk,RRARank,RRA_Rank,RRAAbate,DocsLink
2303762.63307586,43506.1913764227,6425,94073,WI-88191,bald head island diesel spill,Golf course area,bald head island,28461,BRUNS,NPM,WIL,2010/01/23 00:00:00+00,2010/01/24 00:00:00+00,L,U,2010/02/09 00:00:00+00,A,470,,,33.865332,-77.999535,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88191%2A%22%7D
2326062.83802502,177267.348813828,6426,94074,WI-88192,TONYS AUTO,406 S. 21st street,WILMINGTON,28403,NEW H,NPM,WIL,2009/12/30 00:00:00+00,2009/12/30 00:00:00+00,L,,2010/03/30 00:00:00+00,A,473,,,34.232192,-77.921306,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88192%2A%22%7D
2414722.02871382,399565.27124503,6427,94075,WI-88193,WALMART SPILL SITE,HWY 111 AND HAW BRANCH RD,RICHLAND,,DUPLI,NPM,WIL,2009/11/09 00:00:00+00,2010/02/04 00:00:00+00,L,,2010/02/04 00:00:00+00,A,469,,,34.839947,-77.617794,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88193%2A%22%7D
2417026.10582684,257785.265150044,6428,94076,WI-88194,Apex Carriers Diesel Fuel Spill,Near 22581 US Highway 17 South,Hampstead,28443,PENDE,LEP,WIL,2009/12/15 00:00:00+00,2010/02/05 00:00:00+00,L,L,2010/02/16 00:00:00+00,A,469,,,34.450317,-77.6167,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88194%2A%22%7D
2504246.42379324,346524.18488215,6429,94077,WI-88195,camp lejeune landfill ASTs,Piney Green Road,camp lejeune,28542-0004,ONSLO,BAR,WIL,2009/05/02 00:00:00+00,2009/05/02 00:00:00+00,L,U,2010/02/25 00:00:00+00,A,471,,,34.690428,-77.322461,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88195%2A%22%7D
2463059.16870071,352798.613141941,6430,94078,WI-88197,usmc camp lejeune SAS-4173 Spill,"MCAS, perimeter road",camp lejeune,28542-0004,ONSLO,BAR,WIL,2009/08/28 00:00:00+00,2009/09/01 00:00:00+00,L,,2010/03/17 00:00:00+00,A,472,,,34.709501,-77.459137,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88197%2A%22%7D
2468878.02704109,310793.981597789,6431,94079,WI-88198,usmc camp lejeune stone bay spill,Powder Lane,Camp Lejeune,28542-0004,ONSLO,BAR,WIL,2010/04/07 00:00:00+00,2010/04/07 00:00:00+00,L,U,2010/12/16 00:00:00+00,A,472,,,34.593846,-77.441971,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88198%2A%22%7D
2435311.82259551,296980.718615468,6432,94080,WI-88199,usmc camp lejeune sr-10 spill,Little Shakling Rd,holly ridge,28542,ONSLO,BAR,WIL,2009/10/21 00:00:00+00,2009/10/22 00:00:00+00,L,L,2010/04/15 00:00:00+00,C,0,,,34.55729,-77.55416,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88199%2A%22%7D
2713088.59700307,379549.397980755,6433,94081,WI-88200,usmc beaufort spill site,east of 2939 highway 70 east,beaufort,28516,CARTE,NPM,WIL,2009/12/09 00:00:00+00,2009/12/12 00:00:00+00,L,,2010/04/16 00:00:00+00,A,467,,,34.769444,-76.625277,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88200%2A%22%7D
2292225.26733202,490277.832757255,6434,94082,WI-88201,Swinson Farm ASTS,Tear Shirt Road,Warsaw,28398,DUPLI,LJR,WIL,2010/04/13 00:00:00+00,2010/04/13 00:00:00+00,H,,,C,0,,RES,35.093185,-78.023051,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88201%2A%22%7D
2260583.08929161,449990.644275241,6435,94084,WI-88205,I-40 Exit 364 Diesel and Glue Spill,just before exit 364 I-40 W,Warsaw,28398,DUPLI,NPM,WIL,2010/06/03 00:00:00+00,2010/06/04 00:00:00+00,L,L,2010/10/09 00:00:00+00,A,469,,,34.9833,-78.13001,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88205%2A%22%7D
2236528.34781039,219607.487164847,6436,94085,WI-88206,International Paper - #6 fuel oil spill,John L. Reigel Road,Reigelwood,28456,COLUM,NPM,WIL,2010/03/23 00:00:00+00,2010/03/24 00:00:00+00,L,L,2010/06/11 00:00:00+00,A,612,,IND,34.350833,-78.216388,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88206%2A%22%7D
2330102.38003192,196524.761026832,6437,94086,WI-88207,waste industries spill,2725-11-4 Old Wrightsboro Road,Wilmington,28405,NEW H,NPM,WIL,2010/02/25 00:00:00+00,2010/02/25 00:00:00+00,L,,2010/06/11 00:00:00+00,A,473,,,34.284981,-77.907242,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88207%2A%22%7D
2484335.07172378,365417.44849148,6438,94087,WI-88208,usmc camp lejeune swmu-350,iwo jima boulevard and nc 24,camp lejeune,28542,ONSLO,CCW,WIL,2009/04/02 00:00:00+00,2010/05/01 00:00:00+00,L,L,2022/06/09 00:00:00+00,C,0,,RES,34.743242,-77.38767,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88208%2A%22%7D
2344043.37349845,799068.698948405,6439,94088,WI-88209,transformer station,queens creek rd,swansboro,,ONSLO,NPM,WIL,2010/03/18 00:00:00+00,2010/06/11 00:00:00+00,L,,2010/06/22 00:00:00+00,A,472,,,35.94,-77.837744,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88209%2A%22%7D
2223650.39927485,67216.3938060413,6440,94089,WI-88210,Tri-Beach EMS/Fire Department,854 Sabbath Home Rd. SW,Supply,28462,BRUNS,NPM,WIL,2010/06/04 00:00:00+00,2010/06/04 00:00:00+00,L,,2010/07/30 00:00:00+00,A,470,,,33.9324,-78.2628,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88210%2A%22%7D
2109585.42601083,102947.246734588,6441,94090,WI-88211,HWY 905 fuel spill,110 seven creeks hwy,tabor city,28463,COLUM,NPM,WIL,2010/05/30 00:00:00+00,2010/05/30 00:00:00+00,L,,2010/09/29 00:00:00+00,A,468,,,34.032306,-78.63835,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88211%2A%22%7D
2487542.6444919,363984.325977139,6442,94091,WI-88212,usmc camp lejeune bldg TT-2586,bougainville drive,camp lejeune,28542,ONSLO,BAR,WIL,2010/05/26 00:00:00+00,2010/07/07 00:00:00+00,L,L,2010/08/10 00:00:00+00,A,472,,RES,34.739161,-77.377072,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88212%2A%22%7D
2463668.86150102,366493.137038559,6443,94092,WI-88213,Freedom Village (Proposed),254 Wilmington Hwy (US Hwy 17),Jacksonville,540,ONSLO,LEP,WIL,2010/03/02 00:00:00+00,2010/08/10 00:00:00+00,H,L,2010/10/21 00:00:00+00,A,471,,,34.7471,-77.4564,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88213%2A%22%7D
2501955.76387463,339806.86562084,6444,94093,WI-88214,usmc camp lejeune michael road fuel farm,michael road,camp lejeune,28542,ONSLO,CCW,WIL,2010/08/14 00:00:00+00,2010/08/14 00:00:00+00,L,I,2022/06/09 00:00:00+00,C,0,,IND,34.672079,-77.330456,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88214%2A%22%7D
2328112.69728079,213276.042102854,6445,94094,WI-88215,castle hayne elementary,4416 castle hayne rd,wilmington,,NEW H,NPM,WIL,2010/07/27 00:00:00+00,2010/07/27 00:00:00+00,L,,2010/08/26 00:00:00+00,A,472,,,34.331066,-77.913221,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88215%2A%22%7D
2330190.26123602,190627.722024345,6446,94095,WI-88217,new hanover rent a car,1817 hall drive,wilmington,28405,NEW H,NPM,WIL,2010/04/16 00:00:00+00,2010/08/10 00:00:00+00,L,L,2010/09/16 00:00:00+00,A,473,,,34.268776,-77.907166,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88217%2A%22%7D
2039317.3942065,231362.544195776,6447,94096,WI-88218,robin hood container express,state rd 1574/hwy 74,chadbourne,28463,COLUM,NPM,WIL,2010/07/28 00:00:00+00,2010/07/28 00:00:00+00,L,,2010/09/28 00:00:00+00,A,468,,,34.385627,-78.869691,,C,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88218%2A%22%7D
2489119.26556956,308630.022651105,6448,94097,WI-88219,usmc camp lejeune bldg a-111 spill site,courthouse road,camp lejeune,28542,ONSLO,BAR,WIL,2010/06/30 00:00:00+00,2010/06/30 00:00:00+00,L,U,2010/10/01 00:00:00+00,A,472,,IND,34.587009,-77.374841,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88219%2A%22%7D
2492864.30593449,364120.21963214,6449,94098,WI-88220,BRITT MOTORSPORTS,2301 LEJEUNE BLVD,JACKSONVILLE,28456,ONSLO,NPM,WIL,2010/09/29 00:00:00+00,2010/09/29 00:00:00+00,L,,2010/10/29 00:00:00+00,A,471,,,34.739294,-77.359353,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88220%2A%22%7D
2726082.25365184,364282.665824763,6450,94099,WI-88221,bridges st and guardian ave,3713-3722 bridges st,morehead city,28557,CARTE,NPM,WIL,2010/09/09 00:00:00+00,2010/09/09 00:00:00+00,H,H,2014/06/05 00:00:00+00,A,613,,,34.726645,-76.58326,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88221%2A%22%7D
2331730.40123989,163392.501781537,6451,94100,WI-88222,149 Stonewall Jackson Dr,149 Stonewall Jackson Dr,Wilmington,28412,NEW H,LEP,WIL,2010/11/07 00:00:00+00,2010/11/18 00:00:00+00,L,L,2011/02/25 00:00:00+00,A,522,,,34.1939,-77.903065,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88222%2A%22%7D
2136365.90462312,197592.825570797,6452,94101,WI-88223,"Council Tract, Former",3200 Canal Cove,Lake Waccamaw,28450,COLUM,LEP,WIL,2010/10/08 00:00:00+00,2010/11/17 00:00:00+00,L,L,2010/12/02 00:00:00+00,A,468,,,34.292056,-78.54855,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88223%2A%22%7D
2190644.97286812,75852.0223065779,6453,94102,WI-88224,Rivers Edge Hydraulic Oil Release,607 Rivers Edge Drive,Shalllotte,28459,BRUNS,NPM,WIL,2010/08/31 00:00:00+00,2010/08/31 00:00:00+00,L,,2010/12/04 00:00:00+00,C,0,,,33.95675,-78.37141,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88224%2A%22%7D
2458337.37836311,357270.618493678,6454,94103,WI-88225,usmc camp lejeune actus ppv site 4,"robert wilson blvd, mcas",jacksonville,28542-0004,ONSLO,BAR,WIL,2010/09/17 00:00:00+00,2010/09/18 00:00:00+00,L,U,2010/12/16 00:00:00+00,A,472,,,34.721988,-77.474618,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88225%2A%22%7D
2503001.64511633,329294.1218044,6455,94104,WI-88226,usmc camp lejeune fc-436 hydraulic oil spill,gonzalez boulevard,camp lejeune,28542-0004,ONSLO,BAR,WIL,2010/07/03 00:00:00+00,2010/07/03 00:00:00+00,L,U,2010/12/16 00:00:00+00,A,472,,,34.643148,-77.327567,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88226%2A%22%7D
2504788.69147539,355199.03666005,6456,94105,WI-88227,usmc camp lejeune well house 629,piney green road,camp lejeune,28452,ONSLO,BAR,WIL,2010/09/16 00:00:00+00,2010/09/21 00:00:00+00,L,H,2010/12/22 00:00:00+00,A,472,,,34.714236,-77.320169,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88227%2A%22%7D
2503208.10228869,339653.608717097,6457,94106,WI-88228,usmc camp lejeune hazmart construction site,bldg 1038 louis road,camp lejeune,28542,ONSLO,CCW,WIL,2010/11/20 00:00:00+00,2010/12/03 00:00:00+00,L,U,,C,0,,,34.6716,-77.3263,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88228%2A%22%7D
2301863.87488422,360090.165689187,6458,94107,WI-88229,market furniture,106/111 E. Main St,Wallace,28217,DUPLI,NPM,WIL,2010/05/14 00:00:00+00,2010/12/23 00:00:00+00,L,L,,C,0,,RES,34.735214,-77.995235,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88229%2A%22%7D
2465803.9809024,361244.420958187,6459,94108,WI-88230,usmc camp lejeune bldg TC-771 spill,8th and G Street,camp lejeune,28542-0004,ONSLO,BAR,WIL,2010/11/23 00:00:00+00,2010/11/23 00:00:00+00,L,U,2011/01/19 00:00:00+00,A,522,,,34.732588,-77.449566,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88230%2A%22%7D
1993789.25769995,201876.672613327,6460,94109,WI-88231,"NC Department of Corrections, Diesel Release",Near 15506 Swamp Fox Rd W,Fair Bluff,28439,COLUM,LEP,WIL,2011/02/01 00:00:00+00,2011/02/02 00:00:00+00,L,L,2011/03/29 00:00:00+00,A,522,,,34.304677,-79.020567,,N,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88231%2A%22%7D
2093068.87746384,212660.628102092,6461,94110,WI-88232,"530 E Edgewood Circle, Whiteville",530 E Edgewood Circle,Whiteville,28472,COLUM,LEP,WIL,2010/08/10 00:00:00+00,2010/10/20 00:00:00+00,L,L,2011/04/16 00:00:00+00,A,522,,,34.333913,-78.691733,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88232%2A%22%7D
2520846.69112219,304213.574885508,6462,94111,WI-88234,usmc camp lejeune onslow beach site 39,onslow beach campground,camp lejeune,28542,ONSLO,BAR,WIL,2011/01/05 00:00:00+00,2011/01/06 00:00:00+00,L,U,2011/03/23 00:00:00+00,A,522,,,34.573402,-77.269699,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88234%2A%22%7D
2502413.69201609,345703.427666974,6463,94112,WI-88235,usmc camp lejeune bldg 1081 spill,piney green road,camp lejeune,28542,ONSLO,BAR,WIL,2011/01/07 00:00:00+00,2011/01/07 00:00:00+00,L,U,2011/03/23 00:00:00+00,A,522,,,34.688258,-77.328603,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88235%2A%22%7D
2504639.82063331,332021.05906872,6464,94113,WI-88236,usmc camp lejeune bldg fc 263 spill,McHugh Boulevard,camp lejeune,28542,ONSLO,BAR,WIL,2011/01/07 00:00:00+00,2011/01/08 00:00:00+00,L,U,2011/04/13 00:00:00+00,A,522,,,34.650564,-77.321968,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88236%2A%22%7D
2466948.40705019,353381.543274795,6465,94114,WI-88237,usmc camp lejeune rapid refueler vac truck,as 427 flight line area,camp lejune,28542,ONSLO,BAR,WIL,2011/01/28 00:00:00+00,2011/01/29 00:00:00+00,L,U,2011/04/13 00:00:00+00,A,522,,,34.710936,-77.446167,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88237%2A%22%7D
2271675.61561362,298523.518553203,6466,94115,WI-88238,Swift Transportation Diesel Spill,Hwy 421 and Piney Wood Rd,Burgaw,28478,PENDE,LEP,WIL,2011/03/16 00:00:00+00,2011/03/19 00:00:00+00,L,L,2011/06/04 00:00:00+00,A,522,,RES,34.566847,-78.097575,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88238%2A%22%7D
2491496.04439996,355529.199006795,6467,94116,WI-88239,usmc camp lejeune brewster boulevard spill,brewster boulevard,camp lejeune,28542-0004,ONSLO,BAR,WIL,2010/11/10 00:00:00+00,2010/11/11 00:00:00+00,L,U,2011/04/29 00:00:00+00,A,522,,,34.715753,-77.364378,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88239%2A%22%7D
2356785.91438719,171561.593261448,6468,94117,WI-88240,Marine Max Spill,130 Short St,Wrightsville Beach,28480,NEW H,NPM,WIL,2011/04/25 00:00:00+00,2011/05/05 00:00:00+00,L,L,2011/05/10 00:00:00+00,A,0,,,34.215555,-77.8199,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88240%2A%22%7D
2496210.16168252,320240.378297486,6469,94118,WI-88241,usmc camp lejeune eta-7 spill,moore road,camp lejeune,28542,ONSLO,BAR,WIL,2010/09/15 00:00:00+00,2010/09/15 00:00:00+00,L,U,2011/05/11 00:00:00+00,A,522,,,34.618586,-77.350644,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88241%2A%22%7D
2311745.7437784,196749.40500277,6470,94119,WI-88242,MCO Transport Inc.,3301 N. Hwy 421,Wilmington,28401,NEW H,LEP,WIL,2011/04/22 00:00:00+00,2011/04/22 00:00:00+00,L,L,2011/06/17 00:00:00+00,A,522,,,34.286138,-77.967997,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88242%2A%22%7D
2343811.73977975,228869.408331472,6471,94120,WI-88243,Elementis #6 Fuel Oil Spill,5408 Holly Shelter Road,Castle Hayne,28429,NEW H,NPM,WIL,2011/05/21 00:00:00+00,2011/05/21 00:00:00+00,L,L,2011/09/07 00:00:00+00,A,522,,,34.373426,-77.860634,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88243%2A%22%7D
2504064.82338768,333777.748292488,6472,94121,WI-88244,usmc camp lejeune fc 200 spill,McHugh Boulevard,camp lejeune,28542,ONSLO,BAR,WIL,2011/06/02 00:00:00+00,2011/06/02 00:00:00+00,L,U,2011/07/27 00:00:00+00,A,522,,,34.655417,-77.323781,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88244%2A%22%7D
2500866.16327612,350381.866139207,6473,94122,WI-88245,usmc camp lejeune tanks s889/891,holcomb boulevard,camp lejeune,28542,ONSLO,BAR,WIL,1992/11/02 00:00:00+00,1992/05/02 00:00:00+00,L,U,2011/07/29 00:00:00+00,A,522,,,34.701183,-77.333489,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88245%2A%22%7D
2467574.02974735,356362.831593804,6474,94123,WI-88246,usmc camp lejeune as 419 - 421,Foster and Campbell Streets,camp lejeune,28542,ONSLO,CCW,WIL,1990/11/02 00:00:00+00,2011/07/13 00:00:00+00,L,L,2022/06/09 00:00:00+00,C,0,,,34.7191,-77.44393,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88246%2A%22%7D
2467840.90032003,352990.423827143,6475,94124,WI-88247,usmc camp lejeune taxiway echo stormwater,"mcas new river, taxiway echo",camp lejeune,28542,ONSLO,BAR,WIL,2011/08/17 00:00:00+00,2011/08/17 00:00:00+00,L,H,2015/10/13 00:00:00+00,A,614,2015/09/12 00:00:00+00,IND,34.709823,-77.443218,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88247%2A%22%7D
2317390.51993106,178753.596643247,6476,94125,WI-88250,"The Views on Water Street, LLC",101 N. Front Street,Wilmington,,NEW H,LEP,WIL,2011/08/31 00:00:00+00,2011/08/31 00:00:00+00,L,L,2011/09/24 00:00:00+00,A,522,,,34.236531,-77.949942,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88250%2A%22%7D
2489869.68599405,309512.593496003,6477,94126,WI-88251,usmc camp lejeune ast-a2-01a,courthouse road,camp lejeune,28542,ONSLO,BAR,WIL,2006/05/02 00:00:00+00,2006/06/16 00:00:00+00,L,L,2006/07/12 00:00:00+00,A,614,,,34.5894,-77.3723,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88251%2A%22%7D
2675597.60511342,368035.927372856,6478,94127,WI-88252,morehead city country club,3400 Country club road,morehead city,28557,CARTE,SAK,WIL,2011/09/08 00:00:00+00,2011/09/08 00:00:00+00,L,L,2011/10/21 00:00:00+00,A,522,,RES,34.740215,-76.750954,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88252%2A%22%7D
2501337.07068075,339904.20422404,6479,94128,WI-88253,usmc camp lejeune recovery well incident,rail area near ash street,camp lejeune,28542,ONSLO,BAR,WIL,2011/07/16 00:00:00+00,2011/07/16 00:00:00+00,L,U,2011/10/27 00:00:00+00,A,522,,,34.672375,-77.332508,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88253%2A%22%7D
2299198.81175107,218068.816162951,6480,94129,WI-88254,Coastal Beverage Hwy spill,Highway 421,Grady,,PENDE,NPM,WIL,2011/07/28 00:00:00+00,2011/07/28 00:00:00+00,L,,2011/10/29 00:00:00+00,A,522,,,34.345066,-78.008825,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88254%2A%22%7D
2437529.24332923,296592.349762599,6481,94130,WI-88255,usmc camp lejeune sr-10 spill,little shakling road,holly ridge,28445,ONSLO,BAR,WIL,2011/07/20 00:00:00+00,2011/07/21 00:00:00+00,L,U,2011/11/01 00:00:00+00,A,522,,,34.556134,-77.546815,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-88255%2A%22%7D
